ticker,name,market,sector33,scale
3350.T,メタプラネット,スタンダード,卸売業,-
3352.T,バッファロー,スタンダード,小売業,-
3353.T,メディカル一光グループ,スタンダード,小売業,-
3355.T,クリヤマホールディングス,スタンダード,卸売業,-
3358.T,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード,小売業,-
3359.T,ｃｏｔｔａ,グロース,卸売業,-
335A.T,ミライロ,グロース,情報･通信業,-
3360.T,シップヘルスケアホールディングス,プライム,卸売業,TOPIX Mid400
3361.T,トーエル,スタンダード,小売業,-
336A.T,ダイナミックマッププラットフォーム,グロース,情報･通信業,-
3370.T,フジタコーポレーション,スタンダード,小売業,-
3371.T,ソフトクリエイトホールディングス,プライム,情報･通信業,TOPIX Small 2
3372.T,関門海,スタンダード,小売業,-
3374.T,内外テック,スタンダード,卸売業,-
3375.T,ＺＯＡ,スタンダード,小売業,-
3377.T,バイク王＆カンパニー,スタンダード,卸売業,-
3382.T,セブン＆アイ・ホールディングス,プライム,小売業,TOPIX Core30
3386.T,コスモ・バイオ,スタンダード,卸売業,-
3387.T,クリエイト・レストランツ・ホールディングス,プライム,小売業,TOPIX Small 1
3388.T,明治電機工業,プライム,卸売業,TOPIX Small 2
338A.T,ＺｅｎｍｕＴｅｃｈ,グロース,情報･通信業,-
3391.T,ツルハホールディングス,プライム,小売業,TOPIX Mid400
3392.T,デリカフーズホールディングス,スタンダード,卸売業,-
3393.T,スターティアホールディングス,プライム,卸売業,-
3395.T,サンマルクホールディングス,プライム,小売業,TOPIX Small 1
3396.T,フェリシモ,スタンダード,小売業,-
3397.T,トリドールホールディングス,プライム,小売業,TOPIX Mid400
3399.T,丸千代山岡家,スタンダード,小売業,-
339A.T,プログレス・テクノロジーズ　グループ,グロース,サービス業,-
3401.T,帝人,プライム,繊維製品,TOPIX Mid400
3402.T,東レ,プライム,繊維製品,TOPIX Mid400
3405.T,クラレ,プライム,化学,TOPIX Mid400
3407.T,旭化成,プライム,化学,TOPIX Large70
3409.T,北紡,スタンダード,繊維製品,-
340A.T,ジグザグ,グロース,情報･通信業,-
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,プライム,小売業,TOPIX Small 2
3416.T,ピクスタ,スタンダード,小売業,-
3417.T,大木ヘルスケアホールディングス,スタンダード,卸売業,-
3418.T,バルニバービ,グロース,小売業,-
341A.T,トヨコー,グロース,建設業,-
3420.T,ケー・エフ・シー,スタンダード,金属製品,-
3421.T,稲葉製作所,スタンダード,金属製品,TOPIX Small 2
3422.T,Ｊ−ＭＡＸ,スタンダード,金属製品,-
3423.T,エスイー,スタンダード,金属製品,-
3426.T,アトムリビンテック,スタンダード,金属製品,-
3431.T,宮地エンジニアリンググループ,プライム,金属製品,TOPIX Small 1
3433.T,トーカロ,プライム,金属製品,TOPIX Small 1
3434.T,アルファ,スタンダード,金属製品,-
3435.T,サンコーテクノ,スタンダード,金属製品,-
3436.T,ＳＵＭＣＯ,プライム,金属製品,TOPIX Mid400
3437.T,特殊電極,スタンダード,金属製品,-
3439.T,三ツ知,スタンダード,金属製品,-
343A.T,ＩＡＣＥトラベル,スタンダード,サービス業,-
3440.T,日創グループ,スタンダード,金属製品,-
3441.T,山王,スタンダード,金属製品,-
3443.T,川田テクノロジーズ,プライム,金属製品,TOPIX Small 2
3444.T,菊池製作所,スタンダード,金属製品,-
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム,金属製品,TOPIX Small 1
3446.T,ジェイテックコーポレーション,スタンダード,金属製品,-
3447.T,信和,スタンダード,金属製品,-
3449.T,テクノフレックス,スタンダード,金属製品,-
3452.T,ビーロット,スタンダード,不動産業,-
3454.T,ファーストブラザーズ,スタンダード,不動産業,-
3457.T,Ａｎｄ　Ｄｏホールディングス,プライム,不動産業,TOPIX Small 2
3461.T,パルマ,スタンダード,不動産業,-
3465.T,ケイアイスター不動産,プライム,不動産業,TOPIX Small 1
3467.T,アグレ都市デザイン,スタンダード,不動産業,-
3469.T,デュアルタップ,スタンダード,不動産業,-
3474.T,Ｇ−ＦＡＣＴＯＲＹ,グロース,不動産業,-
3475.T,グッドコムアセット,プライム,不動産業,TOPIX Small 2
3477.T,フォーライフ,グロース,不動産業,-
3479.T,ＴＫＰ,グロース,不動産業,-
3480.T,ジェイ・エス・ビー,プライム,不動産業,TOPIX Small 2
3482.T,ロードスターキャピタル,プライム,不動産業,TOPIX Small 2
3484.T,イノベーションホールディングス,スタンダード,不動産業,-
3486.T,グローバル・リンク・マネジメント,プライム,不動産業,-
3489.T,フェイスネットワーク,スタンダード,不動産業,-
3490.T,アズ企画設計,スタンダード,不動産業,-
3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース,不動産業,-
3494.T,マリオン,スタンダード,不動産業,-
3495.T,香陵住販,スタンダード,不動産業,-
3496.T,アズーム,プライム,不動産業,TOPIX Small 2
3498.T,霞ヶ関キャピタル,プライム,不動産業,TOPIX Small 1
3501.T,ＳＵＭＩＮＯＥ,プライム,繊維製品,-
350A.T,デジタルグリッド,グロース,電気･ガス業,-
3512.T,日本フエルト,スタンダード,繊維製品,-
3513.T,イチカワ,スタンダード,繊維製品,-
3521.T,テルマー湯ホールディングス,スタンダード,サービス業,-
3524.T,日東製網,スタンダード,繊維製品,-
3529.T,アツギ,スタンダード,繊維製品,-
352A.T,ＬＯＩＶＥ,グロース,サービス業,-
3536.T,アクサスホールディングス,スタンダード,小売業,-
3537.T,昭栄薬品,スタンダード,卸売業,-
3538.T,ウイルプラスホールディングス,スタンダード,小売業,-
3539.T,ＪＭホールディングス,プライム,小売業,TOPIX Small 2
3542.T,ベガコーポレーション,グロース,小売業,-
3543.T,コメダホールディングス,プライム,卸売業,TOPIX Small 1
3544.T,サツドラホールディングス,スタンダード,小売業,-
3547.T,ユニシアホールディングス,スタンダード,小売業,TOPIX Small 2
3548.T,バロックジャパンリミテッド,プライム,小売業,TOPIX Small 2
3549.T,クスリのアオキホールディングス,スタンダード,小売業,TOPIX Mid400
3550.T,スタジオアタオ,グロース,小売業,-
3551.T,ダイニック,スタンダード,繊維製品,-
3553.T,共和レザー,スタンダード,化学,-
3556.T,リネットジャパングループ,グロース,小売業,-
3557.T,ユナイテッド＆コレクティブ,グロース,小売業,-
3558.T,ジェイドグループ,グロース,小売業,-
3559.T,ピーバンドットコム,スタンダード,卸売業,-
3560.T,ほぼ日,スタンダード,小売業,-
3561.T,力の源ホールディングス,プライム,小売業,TOPIX Small 2
3562.T,Ｎｏ．１,スタンダード,卸売業,-
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム,小売業,TOPIX Mid400
3565.T,アセンテック,スタンダード,卸売業,TOPIX Small 2
3566.T,ユニフォームネクスト,グロース,小売業,-
3569.T,セーレン,プライム,繊維製品,TOPIX Small 1
3571.T,ソトー,スタンダード,繊維製品,-
3577.T,東海染工,スタンダード,繊維製品,-
3580.T,小松マテーレ,プライム,繊維製品,TOPIX Small 2
3583.T,オーベクス,スタンダード,繊維製品,-
3591.T,ワコールホールディングス,プライム,繊維製品,TOPIX Mid400
3597.T,自重堂,スタンダード,繊維製品,-
3598.T,山喜,スタンダード,繊維製品,-
3600.T,フジックス,スタンダード,繊維製品,-
3607.T,クラウディアホールディングス,スタンダード,繊維製品,-
3608.T,ＴＳＩホールディングス,プライム,繊維製品,TOPIX Small 1
3611.T,マツオカコーポレーション,スタンダード,繊維製品,-
3612.T,ワールド,プライム,繊維製品,TOPIX Small 1
3622.T,ネットイヤーグループ,スタンダード,情報･通信業,-
3623.T,ビリングシステム,グロース,情報･通信業,-
3624.T,アクセルマーク,グロース,情報･通信業,-
3625.T,テックファームホールディングス,グロース,情報･通信業,-
3626.T,ＴＩＳＩ,プライム,情報･通信業,TOPIX Mid400
3627.T,テクミラホールディングス,スタンダード,情報･通信業,-
3628.T,データホライゾン,グロース,情報･通信業,-
3632.T,グリーホールディングス,プライム,情報･通信業,TOPIX Small 2
3633.T,ＧＭＯペパボ,スタンダード,情報･通信業,TOPIX Small 2
3634.T,ソケッツ,スタンダード,情報･通信業,-
3635.T,コーエーテクモホールディングス,プライム,情報･通信業,TOPIX Mid400
3636.T,三菱総合研究所,プライム,情報･通信業,TOPIX Small 1
3639.T,ボルテージ,スタンダード,情報･通信業,-
3640.T,電算,スタンダード,情報･通信業,-
3641.T,パピレス,スタンダード,情報･通信業,-
3645.T,メディカルネット,グロース,情報･通信業,-
3646.T,駅探,スタンダード,情報･通信業,-
3647.T,アスリナ,スタンダード,情報･通信業,-
3648.T,ＡＧＳ,スタンダード,情報･通信業,-
3649.T,ファインデックス,プライム,情報･通信業,TOPIX Small 2
3652.T,ディジタルメディアプロフェッショナル,グロース,情報･通信業,-
3653.T,モルフォ,グロース,情報･通信業,-
3656.T,ＫＬａｂ,プライム,情報･通信業,TOPIX Small 2
3657.T,ポールトゥウィンホールディングス,プライム,情報･通信業,TOPIX Small 2
3659.T,ネクソン,プライム,情報･通信業,TOPIX Mid400
365A.T,伊澤タオル,スタンダード,繊維製品,-
3660.T,アイスタイル,プライム,情報･通信業,TOPIX Small 1
3661.T,エムアップホールディングス,プライム,情報･通信業,TOPIX Small 1
3662.T,エイチームホールディングス,プライム,情報･通信業,TOPIX Small 2
3663.T,セルシス,プライム,情報･通信業,TOPIX Small 2
3664.T,ＷＩＺＥ,グロース,情報･通信業,-
3665.T,エニグモ,プライム,情報･通信業,TOPIX Small 2
3667.T,ｅｎｉｓｈ,スタンダード,情報･通信業,-
3668.T,コロプラ,プライム,情報･通信業,TOPIX Small 1
366A.T,ウェルネス・コミュニケーションズ,グロース,サービス業,-
3670.T,協立情報通信,スタンダード,情報･通信業,-
3671.T,ソフトマックス,スタンダード,情報･通信業,-
3672.T,オルトプラス,スタンダード,情報･通信業,-
3673.T,ブロードリーフ,プライム,情報･通信業,TOPIX Small 1
3674.T,オークファン,グロース,情報･通信業,-
3675.T,クロス・マーケティンググループ,スタンダード,情報･通信業,-
3676.T,デジタルハーツホールディングス,プライム,情報･通信業,TOPIX Small 2
3678.T,メディアドゥ,プライム,情報･通信業,TOPIX Small 2
3679.T,じげん,プライム,情報･通信業,TOPIX Small 2
367A.T,プリモグローバルホールディングス,スタンダード,小売業,-
3680.T,ホットリンク,グロース,情報･通信業,-
3682.T,エンカレッジ・テクノロジ,スタンダード,情報･通信業,-
3683.T,サイバーリンクス,スタンダード,情報･通信業,-
3686.T,ディー・エル・イー,スタンダード,情報･通信業,-
3687.T,フィックスターズ,プライム,情報･通信業,TOPIX Small 2
368A.T,北里,プライム,精密機器,TOPIX Small 2
3690.T,イルグルム,スタンダード,情報･通信業,-
3691.T,デジタルプラス,グロース,情報･通信業,-
3692.T,ＦＦＲＩセキュリティ,グロース,情報･通信業,-
3694.T,オプティム,プライム,情報･通信業,TOPIX Small 2
3695.T,ＧＭＯプロダクトプラットフォーム,グロース,情報･通信業,-
3696.T,セレス,プライム,情報･通信業,TOPIX Small 2
3697.T,ＳＨＩＦＴ,プライム,情報･通信業,TOPIX Mid400
3698.T,ＣＲＩ・ミドルウェア,スタンダード,情報･通信業,-
369A.T,エータイ,グロース,サービス業,-
3708.T,特種東海製紙,プライム,パルプ・紙,TOPIX Small 2
3710.T,ジョルダン,スタンダード,情報･通信業,-
3712.T,情報企画,スタンダード,情報･通信業,-
3719.T,ＡＩストーム,スタンダード,情報･通信業,-
3723.T,日本ファルコム,グロース,情報･通信業,-
3726.T,フォーシーズＨＤ,スタンダード,小売業,-
3727.T,アプリックス,グロース,情報･通信業,-
372A.T,レント,スタンダード,サービス業,-
3733.T,ソフトウェア・サービス,スタンダード,情報･通信業,-
373A.T,リップス,グロース,化学,-
3741.T,セック,プライム,情報･通信業,TOPIX Small 2
3744.T,サイオス,スタンダード,情報･通信業,-
3747.T,インタートレード,スタンダード,情報･通信業,-
3750.T,ＡＤＲバイオメディカルホールディングス,スタンダード,情報･通信業,-
3753.T,フライトソリューションズ,スタンダード,情報･通信業,-
3758.T,アエリア,スタンダード,情報･通信業,-
3760.T,ケイブ,スタンダード,情報･通信業,-
3762.T,テクマトリックス,プライム,情報･通信業,TOPIX Small 1
3763.T,プロシップ,プライム,情報･通信業,TOPIX Small 2
3765.T,ガンホー・オンライン・エンターテイメント,プライム,情報･通信業,TOPIX Small 1
3766.T,システムズ・デザイン,スタンダード,情報･通信業,-
3768.T,リスクモンスター,スタンダード,情報･通信業,-
3769.T,ＧＭＯペイメントゲートウェイ,プライム,情報･通信業,TOPIX Mid400
3771.T,システムリサーチ,プライム,情報･通信業,TOPIX Small 2
3772.T,ウェルス・マネジメント,スタンダード,不動産業,-
3773.T,アドバンスト・メディア,グロース,情報･通信業,-
3774.T,インターネットイニシアティブ,プライム,情報･通信業,TOPIX Mid400
3776.T,ブロードバンドタワー,スタンダード,情報･通信業,-
3777.T,環境フレンドリーホールディングス,グロース,情報･通信業,-
3778.T,さくらインターネット,プライム,情報･通信業,TOPIX Small 1
3779.T,ジェイ・エスコムホールディングス,スタンダード,情報･通信業,-
3787.T,テクノマセマティカル,スタンダード,情報･通信業,-
3788.T,ＧＭＯグローバルサイン・ホールディングス,プライム,情報･通信業,TOPIX Small 2
378A.T,ヒット,グロース,サービス業,-
3791.T,ＩＧポート,スタンダード,情報･通信業,-
3793.T,ドリコム,グロース,情報･通信業,-
3796.T,いい生活,スタンダード,情報･通信業,-
3798.T,ＵＬＳグループ,スタンダード,情報･通信業,-
3799.T,キーウェアソリューションズ,スタンダード,情報･通信業,-
3800.T,ユニリタ,スタンダード,情報･通信業,-
3802.T,エコミック,スタンダード,情報･通信業,-
3803.T,イメージ情報開発,グロース,情報･通信業,-
3804.T,システム　ディ,スタンダード,情報･通信業,-
3807.T,フィスコ,グロース,情報･通信業,-
3810.T,サイバーステップホールディングス,スタンダード,情報･通信業,-
3815.T,メディア工房,グロース,情報･通信業,-
3816.T,大和コンピューター,スタンダード,情報･通信業,-
3817.T,ＳＲＡホールディングス,プライム,情報･通信業,TOPIX Small 2
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード,情報･通信業,-
3825.T,リミックスポイント,スタンダード,小売業,-
3826.T,システムインテグレータ,スタンダード,情報･通信業,-
3834.T,朝日ネット,プライム,情報･通信業,TOPIX Small 2
3835.T,ｅＢＡＳＥ,プライム,情報･通信業,TOPIX Small 2
3836.T,アバントグループ,プライム,情報･通信業,TOPIX Small 2
3837.T,アドソル日進,プライム,情報･通信業,TOPIX Small 2
3839.T,ＯＤＫソリューションズ,スタンダード,情報･通信業,-
3840.T,パス,スタンダード,情報･通信業,-
3841.T,ジーダット,スタンダード,情報･通信業,-
3842.T,ネクストジェン,スタンダード,情報･通信業,-
3843.T,フリービット,プライム,情報･通信業,TOPIX Small 2
3844.T,コムチュア,プライム,情報･通信業,TOPIX Small 1
3845.T,アイフリークモバイル,スタンダード,情報･通信業,-
3848.T,データ・アプリケーション,スタンダード,情報･通信業,-
3850.T,エヌ・ティ・ティ・データ・イントラマート,スタンダード,情報･通信業,-
3851.T,日本一ソフトウェア,スタンダード,情報･通信業,-
3853.T,アステリア,プライム,情報･通信業,TOPIX Small 2
3854.T,アイル,プライム,情報･通信業,TOPIX Small 2
3856.T,Ａｂａｌａｎｃｅ,スタンダード,電気機器,-
3858.T,ユビキタスＡＩ,スタンダード,情報･通信業,-
3861.T,王子ホールディングス,プライム,パルプ・紙,TOPIX Mid400
3863.T,日本製紙,プライム,パルプ・紙,TOPIX Small 1
3864.T,三菱製紙,プライム,パルプ・紙,-
3865.T,北越コーポレーション,プライム,パルプ・紙,TOPIX Small 1
386A.T,みのや,スタンダード,小売業,-
3877.T,中越パルプ工業,プライム,パルプ・紙,-
3878.T,巴川コーポレーション,スタンダード,化学,-
387A.T,フラー,グロース,情報･通信業,-
3880.T,大王製紙,プライム,パルプ・紙,TOPIX Small 1
3891.T,ニッポン高度紙工業,スタンダード,パルプ・紙,-
3892.T,岡山製紙,スタンダード,パルプ・紙,-
3895.T,ハビックス,スタンダード,パルプ・紙,-
3896.T,阿波製紙,スタンダード,パルプ・紙,-
3900.T,クラウドワークス,グロース,情報･通信業,-
3901.T,マークラインズ,プライム,情報･通信業,TOPIX Small 2
3903.T,ｇｕｍｉ,プライム,情報･通信業,TOPIX Small 2
3904.T,カヤック,グロース,情報･通信業,-
3905.T,データセクション,グロース,情報･通信業,-
3907.T,シリコンスタジオ,スタンダード,情報･通信業,-
3908.T,コラボス,スタンダード,情報･通信業,-
3909.T,ショーケース,スタンダード,情報･通信業,-
3910.T,エムケイシステム,スタンダード,情報･通信業,-
3911.T,Ａｉｍｉｎｇ,グロース,情報･通信業,-
3912.T,モバイルファクトリー,スタンダード,情報･通信業,-
3913.T,ＧｒｅｅｎＢｅｅ,スタンダード,情報･通信業,-
3914.T,ＪＩＧ−ＳＡＷ,グロース,情報･通信業,-
3915.T,テラスカイ,プライム,情報･通信業,TOPIX Small 2
3916.T,デジタル・インフォメーション・テクノロジー,プライム,情報･通信業,TOPIX Small 2
3917.T,アイリッジ,グロース,情報･通信業,-
3918.T,ＰＣＩホールディングス,スタンダード,情報･通信業,-
3920.T,アイビーシー,スタンダード,情報･通信業,-
3921.T,ネオジャパン,プライム,情報･通信業,TOPIX Small 2
3922.T,ＰＲ　ＴＩＭＥＳ,プライム,情報･通信業,TOPIX Small 2
3923.T,ラクス,プライム,情報･通信業,TOPIX Mid400
3925.T,ダブルスタンダード,プライム,情報･通信業,TOPIX Small 2
3926.T,オープンドア,スタンダード,情報･通信業,TOPIX Small 2
3927.T,フーバーブレイン,スタンダード,情報･通信業,-
3928.T,マイネット,スタンダード,情報･通信業,-
3929.T,ソーシャルワイヤー,グロース,情報･通信業,-
3930.T,はてな,グロース,情報･通信業,-
3931.T,バリューゴルフ,グロース,情報･通信業,-
3932.T,アカツキ,プライム,情報･通信業,TOPIX Small 2
3933.T,チエル,スタンダード,情報･通信業,-
3934.T,ベネフィットジャパン,スタンダード,情報･通信業,-
3935.T,エディア,スタンダード,情報･通信業,-
3936.T,グローバルウェイ,グロース,情報･通信業,-
3937.T,Ｕｂｉｃｏｍホールディングス,スタンダード,情報･通信業,TOPIX Small 2
3939.T,カナミックネットワーク,プライム,情報･通信業,TOPIX Small 2
3940.T,ノムラシステムコーポレーション,スタンダード,情報･通信業,-
3941.T,レンゴー,プライム,パルプ・紙,TOPIX Mid400
3943.T,大石産業,スタンダード,パルプ・紙,-
3944.T,古林紙工,スタンダード,パルプ・紙,-
3945.T,スーパーバッグ,スタンダード,パルプ・紙,-
3946.T,トーモク,プライム,パルプ・紙,TOPIX Small 2
3947.T,ダイナパック,スタンダード,パルプ・紙,-
3948.T,光ビジネスフォーム,スタンダード,パルプ・紙,-
3950.T,ザ・パック,プライム,パルプ・紙,TOPIX Small 2
3951.T,朝日印刷,スタンダード,パルプ・紙,-
3953.T,大村紙業,スタンダード,パルプ・紙,-
3954.T,昭和パックス,スタンダード,パルプ・紙,-
3955.T,イムラ,スタンダード,パルプ・紙,-
3958.T,笹徳印刷,スタンダード,パルプ・紙,-
3962.T,チェンジホールディングス,プライム,情報･通信業,TOPIX Small 1
3963.T,シンクロ・フード,プライム,情報･通信業,-
3964.T,オークネット,プライム,情報･通信業,TOPIX Small 2
3965.T,キャピタル・アセット・プランニング,スタンダード,情報･通信業,-
3967.T,エルテス,グロース,情報･通信業,-
3968.T,セグエグループ,プライム,情報･通信業,-
3969.T,エイトレッド,スタンダード,情報･通信業,-
3970.T,イノベーション,スタンダード,情報･通信業,-
3974.T,ＳＣＡＴ,スタンダード,情報･通信業,-
3976.T,シャノン,グロース,情報･通信業,-
3979.T,うるる,グロース,情報･通信業,-
3981.T,ビーグリー,スタンダード,情報･通信業,-
3983.T,オロ,プライム,情報･通信業,TOPIX Small 2
3984.T,ユーザーローカル,プライム,情報･通信業,TOPIX Small 2
3985.T,テモナ,スタンダード,情報･通信業,-
3986.T,ビーブレイクシステムズ,スタンダード,情報･通信業,-
3987.T,エコモット,グロース,情報･通信業,-
3988.T,ＳＹＳホールディングス,スタンダード,情報･通信業,-
3989.T,シェアリングテクノロジー,グロース,情報･通信業,-
3991.T,ウォンテッドリー,グロース,情報･通信業,-
3992.T,ニーズウェル,プライム,情報･通信業,-
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム,情報･通信業,TOPIX Small 1
3994.T,マネーフォワード,プライム,情報･通信業,TOPIX Mid400
3996.T,サインポスト,スタンダード,情報･通信業,-
3997.T,トレードワークス,スタンダード,情報･通信業,-
3998.T,すららネット,グロース,情報･通信業,-
4004.T,レゾナック・ホールディングス,プライム,化学,TOPIX Mid400
4005.T,住友化学,プライム,化学,TOPIX Mid400
4008.T,住友精化,プライム,化学,TOPIX Small 1
4011.T,ヘッドウォータース,グロース,情報･通信業,-
4012.T,アクシス,スタンダード,情報･通信業,-
4013.T,勤次郎,グロース,情報･通信業,-
4014.T,カラダノート,グロース,情報･通信業,-
4015.T,ペイクラウドホールディングス,グロース,情報･通信業,-
4016.T,ＭＩＴホールディングス,スタンダード,情報･通信業,-
4017.T,クリーマ,グロース,情報･通信業,-
4019.T,スタメン,グロース,情報･通信業,-
4020.T,ビートレンド,グロース,情報･通信業,-
4021.T,日産化学,プライム,化学,TOPIX Mid400
4022.T,ラサ工業,プライム,化学,TOPIX Small 2
4023.T,クレハ,プライム,化学,TOPIX Small 1
4025.T,多木化学,プライム,化学,TOPIX Small 2
4026.T,神島化学工業,スタンダード,ガラス･土石製品,-
4027.T,テイカ,プライム,化学,TOPIX Small 2
4028.T,石原産業,プライム,化学,TOPIX Small 1
402A.T,アクセルスペースホールディングス,グロース,輸送用機器,-
4031.T,片倉コープアグリ,スタンダード,化学,-
4040.T,南海化学,スタンダード,化学,-
4041.T,日本曹達,プライム,化学,TOPIX Small 1
4042.T,東ソー,プライム,化学,TOPIX Mid400
4043.T,トクヤマ,プライム,化学,TOPIX Mid400
4044.T,セントラル硝子,プライム,化学,TOPIX Small 1
4045.T,東亞合成,プライム,化学,TOPIX Mid400
4046.T,大阪ソーダ,プライム,化学,TOPIX Small 1
4047.T,関東電化工業,プライム,化学,TOPIX Small 1
4051.T,ＧＭＯフィナンシャルゲート,プライム,情報･通信業,TOPIX Small 2
4052.T,フィーチャ,グロース,情報･通信業,-
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム,情報･通信業,TOPIX Small 2
4054.T,日本情報クリエイト,グロース,情報･通信業,-
4055.T,ティアンドエスグループ,グロース,情報･通信業,-
4056.T,ニューラルグループ,グロース,情報･通信業,-
4057.T,インターファクトリー,グロース,情報･通信業,-
4058.T,トヨクモ,グロース,情報･通信業,-
4059.T,まぐまぐ,スタンダード,情報･通信業,-
4060.T,ｒａｋｕｍｏ,グロース,情報･通信業,-
4061.T,デンカ,プライム,化学,TOPIX Mid400
4062.T,イビデン,プライム,電気機器,TOPIX Mid400
4063.T,信越化学工業,プライム,化学,TOPIX Core30
4064.T,日本カーバイド工業,プライム,化学,TOPIX Small 2
4068.T,ベイシス,グロース,情報･通信業,-
4069.T,ＢｌｕｅＭｅｍｅ,グロース,情報･通信業,-
4071.T,プラスアルファ・コンサルティング,プライム,情報･通信業,TOPIX Small 1
4072.T,電算システムホールディングス,プライム,情報･通信業,TOPIX Small 2
4073.T,ジィ・シィ企画,グロース,情報･通信業,-
4074.T,ラキール,グロース,情報･通信業,-
4075.T,ブレインズテクノロジー,グロース,情報･通信業,-
4076.T,シイエヌエス,グロース,情報･通信業,-
4078.T,堺化学工業,プライム,化学,TOPIX Small 1
407A.T,ＵＮＩＣＯＮホールディングス,スタンダード,建設業,-
4082.T,第一稀元素化学工業,プライム,化学,TOPIX Small 2
4088.T,エア・ウォーター,プライム,化学,-
4091.T,日本酸素ホールディングス,プライム,化学,TOPIX Mid400
4092.T,日本化学工業,プライム,化学,TOPIX Small 2
4093.T,東邦アセチレン,スタンダード,化学,-
4094.T,日本化学産業,スタンダード,化学,-
4095.T,日本パーカライジング,プライム,化学,TOPIX Small 1
4097.T,高圧ガス工業,プライム,化学,TOPIX Small 2
4098.T,チタン工業,スタンダード,化学,-
4099.T,四国化成ホールディングス,プライム,化学,TOPIX Small 2
409A.T,オリオンビール,プライム,食料品,TOPIX Small 2
4100.T,戸田工業,スタンダード,化学,TOPIX Small 2
4102.T,丸尾カルシウム,スタンダード,化学,-
4107.T,伊勢化学工業,スタンダード,化学,-
4109.T,ステラ　ケミファ,プライム,化学,TOPIX Small 1
410A.T,ＧＭＯコマース,グロース,サービス業,-
4112.T,保土谷化学工業,プライム,化学,TOPIX Small 2
4113.T,田岡化学工業,スタンダード,化学,-
4114.T,日本触媒,プライム,化学,TOPIX Mid400
4116.T,大日精化工業,プライム,化学,TOPIX Small 2
4118.T,カネカ,プライム,化学,TOPIX Mid400
4119.T,日本ピグメントホールディングス,スタンダード,化学,-
4120.T,スガイ化学工業,スタンダード,化学,-
4124.T,大阪油化工業,スタンダード,化学,-
4125.T,三和油化工業,スタンダード,化学,-
414A.T,オーバーラップホールディングス,グロース,情報･通信業,-
4151.T,協和キリン,プライム,医薬品,TOPIX Mid400
415A.T,ＧＭＯ　ＴＥＣＨホールディングス,グロース,サービス業,-
4165.T,プレイド,グロース,情報･通信業,-
4166.T,かっこ,グロース,情報･通信業,-
4167.T,ココペリ,グロース,情報･通信業,-
4168.T,ヤプリ,グロース,情報･通信業,-
4169.T,ＥＮＥＣＨＡＮＧＥ,グロース,情報･通信業,-
416A.T,富士ユナイトホールディングス,スタンダード,卸売業,-
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース,情報･通信業,-
4171.T,グローバルインフォメーション,スタンダード,情報･通信業,-
4172.T,Ｈｉクラテス,スタンダード,情報･通信業,-
4174.T,アピリッツ,スタンダード,情報･通信業,-
4175.T,ｃｏｌｙ,グロース,情報･通信業,-
4176.T,ココナラ,グロース,情報･通信業,-
4177.T,ｉ‐ｐｌｕｇ,グロース,情報･通信業,-
4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース,情報･通信業,-
4179.T,ジーネクスト,グロース,情報･通信業,-
417A.T,ブルーゾーンホールディングス,プライム,小売業,TOPIX Mid400
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム,情報･通信業,TOPIX Small 1
4182.T,三菱瓦斯化学,プライム,化学,TOPIX Mid400
4183.T,三井化学,プライム,化学,TOPIX Mid400
4186.T,東京応化工業,プライム,化学,TOPIX Mid400
4187.T,大阪有機化学工業,プライム,化学,TOPIX Small 1
4188.T,三菱ケミカルグループ,プライム,化学,TOPIX Large70
4189.T,ＫＨネオケム,プライム,化学,TOPIX Small 1
4192.T,スパイダープラス,グロース,情報･通信業,-
4193.T,ファブリカホールディングス,スタンダード,情報･通信業,-
4194.T,ビジョナル,プライム,情報･通信業,TOPIX Mid400
4196.T,ネオマーケティング,スタンダード,情報･通信業,-
4197.T,アスマーク,スタンダード,情報･通信業,-
4198.T,テンダ,スタンダード,情報･通信業,-
4199.T,ワンダープラネット,グロース,情報･通信業,-
4202.T,ダイセル,プライム,化学,TOPIX Mid400
4203.T,住友ベークライト,プライム,化学,TOPIX Mid400
4204.T,積水化学工業,プライム,化学,TOPIX Mid400
4205.T,日本ゼオン,プライム,化学,TOPIX Mid400
4206.T,アイカ工業,プライム,化学,TOPIX Mid400
4208.T,ＵＢＥ,プライム,化学,TOPIX Mid400
4212.T,積水樹脂,プライム,化学,TOPIX Small 1
4216.T,旭有機材,プライム,化学,TOPIX Small 1
