ticker,name,market,sector33,scale
6098.T,リクルートホールディングス,プライム,サービス業,TOPIX Core30
6099.T,エラン,プライム,サービス業,TOPIX Small 2
6101.T,ツガミ,プライム,機械,TOPIX Small 1
6103.T,オークマ,プライム,機械,TOPIX Small 1
6104.T,芝浦機械,プライム,機械,TOPIX Small 1
6113.T,アマダ,プライム,機械,TOPIX Mid400
6118.T,アイダエンジニアリング,プライム,機械,TOPIX Small 1
6125.T,岡本工作機械製作所,スタンダード,機械,-
6134.T,ＦＵＪＩ,プライム,機械,TOPIX Mid400
6135.T,牧野フライス製作所,プライム,機械,TOPIX Small 1
6136.T,オーエスジー,プライム,機械,TOPIX Mid400
6137.T,小池酸素工業,スタンダード,機械,-
6138.T,ダイジェット工業,スタンダード,機械,-
6140.T,旭ダイヤモンド工業,プライム,機械,TOPIX Small 1
6141.T,ＤＭＧ森精機,プライム,機械,TOPIX Mid400
6143.T,ソディック,プライム,機械,TOPIX Small 1
6144.T,西部電機,スタンダード,機械,-
6145.T,ＮＩＴＴＯＫＵ,スタンダード,機械,-
6146.T,ディスコ,プライム,機械,TOPIX Large70
6147.T,ヤマザキ,スタンダード,機械,-
6149.T,小田原エンジニアリング,スタンダード,機械,-
6150.T,タケダ機械,スタンダード,機械,-
6151.T,日東工器,プライム,機械,TOPIX Small 2
6155.T,高松機械工業,スタンダード,機械,-
6156.T,エーワン精密,スタンダード,機械,-
6157.T,日進工具,スタンダード,機械,TOPIX Small 2
6158.T,和井田製作所,スタンダード,機械,-
6159.T,ミクロン精密,スタンダード,機械,-
6161.T,エスティック,スタンダード,機械,-
6165.T,パンチ工業,スタンダード,機械,-
6166.T,中村超硬,グロース,機械,-
6167.T,冨士ダイス,プライム,機械,TOPIX Small 2
6171.T,土木管理総合試験所,スタンダード,サービス業,-
6176.T,ブランジスタ,スタンダード,サービス業,-
6177.T,ＡｐｐＢａｎｋ,グロース,サービス業,-
6178.T,日本郵政,プライム,サービス業,TOPIX Large70
6180.T,ＧＭＯメディア,グロース,サービス業,-
6181.T,タメニー,グロース,サービス業,-
6182.T,メタリアル,グロース,サービス業,-
6183.T,ベルシステム２４ホールディングス,プライム,サービス業,TOPIX Small 2
6184.T,鎌倉新書,プライム,サービス業,TOPIX Small 2
6185.T,ＳＭＮ,スタンダード,サービス業,-
6186.T,一蔵,スタンダード,サービス業,-
6189.T,グローバルキッズＣＯＭＰＡＮＹ,スタンダード,サービス業,-
6190.T,フェニックスバイオ,グロース,サービス業,-
6191.T,エアトリ,プライム,サービス業,TOPIX Small 2
6193.T,バーチャレクス・ホールディングス,グロース,サービス業,-
6194.T,アトラエ,プライム,サービス業,TOPIX Small 2
6195.T,ホープ,グロース,サービス業,-
6196.T,ストライクグループ,プライム,サービス業,TOPIX Small 1
6197.T,ソラスト,プライム,サービス業,TOPIX Small 2
6198.T,キャリア,グロース,サービス業,-
6199.T,セラク,スタンダード,情報･通信業,TOPIX Small 2
6200.T,インソース,プライム,サービス業,TOPIX Small 1
6203.T,豊和工業,スタンダード,機械,-
6208.T,石川製作所,スタンダード,機械,-
6209.T,リケンＮＰＲ,プライム,機械,TOPIX Small 1
6217.T,津田駒工業,スタンダード,機械,-
6218.T,エンシュウ,スタンダード,機械,-
6222.T,島精機製作所,プライム,機械,TOPIX Small 1
6223.T,西部技研,スタンダード,機械,-
6224.T,ＪＲＣ,グロース,機械,-
6226.T,守谷輸送機工業,スタンダード,機械,-
6227.T,ＡＩメカテック,スタンダード,機械,-
6228.T,ジェイ・イー・ティ,スタンダード,機械,-
6229.T,オーケーエム,スタンダード,機械,-
6230.T,ＳＡＮＥＩ,スタンダード,機械,-
6231.T,木村工機,スタンダード,機械,-
6232.T,ＡＣＳＬ,グロース,機械,-
6233.T,ＫＬＡＳＳ,スタンダード,機械,-
6235.T,オプトラン,プライム,機械,TOPIX Small 1
6237.T,イワキ,プライム,機械,TOPIX Small 2
6238.T,フリュー,プライム,機械,TOPIX Small 2
6239.T,ナガオカ,スタンダード,機械,-
6240.T,ヤマシンフィルタ,プライム,機械,TOPIX Small 2
6245.T,ヒラノテクシード,スタンダード,機械,-
6246.T,テクノスマート,スタンダード,機械,-
6247.T,日阪製作所,プライム,機械,TOPIX Small 2
6248.T,横田製作所,スタンダード,機械,-
6249.T,ゲームカードホールディングス,スタンダード,機械,-
6250.T,やまびこ,プライム,機械,TOPIX Small 1
6254.T,野村マイクロ・サイエンス,プライム,機械,TOPIX Small 1
6255.T,エヌ・ピー・シー,グロース,機械,-
6257.T,藤商事,スタンダード,機械,-
6258.T,平田機工,プライム,機械,TOPIX Small 1
6262.T,ＰＥＧＡＳＵＳ,スタンダード,機械,TOPIX Small 2
6264.T,マルマエ,プライム,機械,TOPIX Small 2
6265.T,コンバム,スタンダード,機械,-
6266.T,タツモ,プライム,機械,TOPIX Small 2
6267.T,ゼネラルパッカー,スタンダード,機械,-
6268.T,ナブテスコ,プライム,機械,TOPIX Mid400
6269.T,三井海洋開発,プライム,機械,TOPIX Mid400
6272.T,レオン自動機,プライム,機械,TOPIX Small 2
6273.T,ＳＭＣ,プライム,機械,TOPIX Large70
6276.T,シリウスビジョン,スタンダード,電気機器,-
6277.T,ホソカワミクロン,プライム,機械,TOPIX Small 1
6278.T,ユニオンツール,プライム,機械,TOPIX Small 1
6279.T,瑞光,プライム,機械,TOPIX Small 2
6282.T,オイレス工業,プライム,機械,TOPIX Small 1
6284.T,日精エー・エス・ビー機械,プライム,機械,TOPIX Small 1
6286.T,靜甲,スタンダード,機械,-
6287.T,サトー,プライム,機械,TOPIX Small 1
6289.T,技研製作所,プライム,機械,TOPIX Small 2
6291.T,日本エアーテック,スタンダード,機械,TOPIX Small 2
6292.T,カワタ,スタンダード,機械,-
6294.T,オカダアイヨン,プライム,機械,-
6298.T,ワイエイシイホールディングス,プライム,機械,TOPIX Small 2
6301.T,小松製作所,プライム,機械,TOPIX Large70
6302.T,住友重機械工業,プライム,機械,TOPIX Mid400
6305.T,日立建機,プライム,機械,TOPIX Mid400
6306.T,日工,プライム,機械,TOPIX Small 2
6307.T,サンセイ,スタンダード,機械,-
6309.T,巴工業,プライム,機械,TOPIX Small 2
6310.T,井関農機,プライム,機械,TOPIX Small 2
6315.T,ＴＯＷＡ,プライム,機械,TOPIX Small 1
6316.T,丸山製作所,スタンダード,機械,-
6317.T,北川鉄工所,スタンダード,機械,TOPIX Small 2
6322.T,タクミナ,スタンダード,機械,-
6323.T,ローツェ,プライム,機械,TOPIX Mid400
6324.T,ハーモニック・ドライブ・システムズ,プライム,機械,TOPIX Small 2
6325.T,タカキタ,スタンダード,機械,-
6326.T,クボタ,プライム,機械,TOPIX Large70
6327.T,北川精機,スタンダード,機械,-
6328.T,荏原実業,プライム,機械,TOPIX Small 2
6330.T,東洋エンジニアリング,プライム,建設業,TOPIX Small 2
6331.T,三菱化工機,プライム,機械,TOPIX Small 1
6332.T,月島ホールディングス,プライム,機械,TOPIX Small 1
6333.T,ＴＥＩＫＯＫＵ,プライム,機械,TOPIX Small 2
6334.T,明治機械,スタンダード,機械,-
6335.T,東京機械製作所,スタンダード,機械,-
6336.T,石井表記,スタンダード,機械,-
6337.T,テセック,スタンダード,機械,-
6338.T,タカトリ,スタンダード,機械,-
6339.T,新東工業,プライム,機械,TOPIX Small 2
6340.T,澁谷工業,プライム,機械,TOPIX Small 2
6342.T,太平製作所,スタンダード,機械,-
6343.T,フリージア・マクロス,スタンダード,機械,-
6345.T,アイチ　コーポレーション,プライム,機械,TOPIX Small 2
6346.T,キクカワエンタープライズ,スタンダード,機械,-
6347.T,プラコー,スタンダード,機械,-
6349.T,小森コーポレーション,プライム,機械,TOPIX Small 1
6351.T,鶴見製作所,プライム,機械,TOPIX Small 2
6356.T,日本ギア工業,スタンダード,機械,-
6357.T,三精テクノロジーズ,スタンダード,機械,-
6358.T,酒井重工業,プライム,機械,TOPIX Small 2
6360.T,東京自働機械製作所,スタンダード,機械,-
6361.T,荏原製作所,プライム,機械,TOPIX Mid400
6363.T,酉島製作所,プライム,機械,TOPIX Small 1
6364.T,ＡＩＲＭＡＮ,プライム,機械,TOPIX Small 2
6365.T,電業社機械製作所,スタンダード,機械,-
6366.T,千代田化工建設,スタンダード,建設業,-
6367.T,ダイキン工業,プライム,機械,TOPIX Core30
6368.T,オルガノ,プライム,機械,TOPIX Mid400
6369.T,トーヨーカネツ,プライム,機械,TOPIX Small 2
6370.T,栗田工業,プライム,機械,TOPIX Mid400
6371.T,椿本チエイン,プライム,機械,TOPIX Small 1
6376.T,日機装,プライム,精密機器,TOPIX Small 1
6378.T,木村化工機,スタンダード,機械,TOPIX Small 2
6379.T,レイズネクスト,プライム,建設業,TOPIX Small 2
6380.T,オリエンタルチエン工業,スタンダード,機械,-
6381.T,アネスト岩田,プライム,機械,TOPIX Small 2
6382.T,トリニティ工業,スタンダード,機械,-
6383.T,ダイフク,プライム,機械,TOPIX Mid400
6384.T,昭和真空,スタンダード,機械,-
6387.T,サムコ,プライム,機械,TOPIX Small 2
6390.T,加藤製作所,プライム,機械,-
6391.T,加地テック,スタンダード,機械,-
6392.T,ヤマダコーポレーション,スタンダード,機械,-
6393.T,油研工業,スタンダード,機械,-
6395.T,タダノ,プライム,機械,TOPIX Small 1
6396.T,宇野澤組鐵工所,スタンダード,機械,-
6400.T,不二精機,スタンダード,機械,-
6402.T,兼松エンジニアリング,スタンダード,機械,-
6405.T,鈴茂器工,スタンダード,機械,-
6407.T,ＣＫＤ,プライム,機械,TOPIX Small 1
6408.T,小倉クラッチ,スタンダード,機械,-
6412.T,平和,プライム,機械,TOPIX Small 1
6413.T,理想科学工業,プライム,機械,TOPIX Small 2
6417.T,ＳＡＮＫＹＯ,プライム,機械,TOPIX Mid400
6418.T,日本金銭機械,プライム,機械,TOPIX Small 2
6419.T,マースグループホールディングス,プライム,機械,TOPIX Small 1
6420.T,ガリレイホールディングス,プライム,機械,TOPIX Small 1
6424.T,高見沢サイバネティックス,スタンダード,機械,-
6425.T,ユニバーサルエンターテインメント,スタンダード,機械,-
6428.T,オーイズミ,スタンダード,機械,-
6430.T,ダイコク電機,プライム,機械,TOPIX Small 2
6432.T,竹内製作所,プライム,機械,TOPIX Small 1
6433.T,ヒーハイスト,スタンダード,機械,-
6436.T,アマノ,プライム,機械,TOPIX Mid400
6440.T,ＪＵＫＩ,プライム,機械,TOPIX Small 2
6444.T,サンデン,スタンダード,機械,-
6445.T,ジャノメ,プライム,機械,TOPIX Small 2
6448.T,ブラザー工業,プライム,電気機器,TOPIX Mid400
6454.T,マックス,プライム,機械,TOPIX Small 1
6455.T,モリタホールディングス,プライム,輸送用機器,TOPIX Small 2
6457.T,グローリー,プライム,機械,TOPIX Mid400
6458.T,新晃工業,プライム,機械,TOPIX Small 1
6459.T,だいわ,プライム,機械,TOPIX Small 2
6460.T,セガサミーホールディングス,プライム,機械,TOPIX Mid400
6463.T,ＴＰＲ,プライム,機械,TOPIX Small 1
6464.T,ツバキ・ナカシマ,プライム,機械,TOPIX Small 2
6465.T,ホシザキ,プライム,機械,TOPIX Mid400
6466.T,ＴＶＥ,スタンダード,機械,-
6467.T,ニチダイ,スタンダード,機械,-
6469.T,放電精密加工研究所,スタンダード,機械,-
6470.T,大豊工業,スタンダード,機械,TOPIX Small 2
6471.T,日本精工,プライム,機械,TOPIX Mid400
6472.T,ＮＴＮ,プライム,機械,TOPIX Mid400
6473.T,ジェイテクト,プライム,機械,TOPIX Mid400
6474.T,不二越,プライム,機械,TOPIX Small 1
6479.T,ミネベアミツミ,プライム,電気機器,TOPIX Mid400
6480.T,日本トムソン,プライム,機械,TOPIX Small 2
6481.T,ＴＨＫ,プライム,機械,TOPIX Mid400
6482.T,ＹＵＳＨＩＮ,スタンダード,機械,TOPIX Small 2
6484.T,ＫＶＫ,スタンダード,機械,-
6485.T,前澤給装工業,スタンダード,機械,TOPIX Small 2
6486.T,イーグル工業,プライム,機械,TOPIX Small 1
6488.T,ヨシタケ,スタンダード,機械,-
6490.T,ＰＩＬＬＡＲ,プライム,機械,TOPIX Small 1
6492.T,岡野バルブ製造,スタンダード,機械,-
6493.T,ＮＩＴＴＡＮ,スタンダード,輸送用機器,-
6494.T,ＮＦＫホールディングス,スタンダード,機械,-
6495.T,宮入バルブ製作所,スタンダード,機械,-
6496.T,中北製作所,スタンダード,機械,-
6497.T,ハマイ,スタンダード,機械,-
6498.T,キッツ,プライム,機械,TOPIX Small 1
6501.T,日立製作所,プライム,電気機器,TOPIX Core30
6503.T,三菱電機,プライム,電気機器,TOPIX Core30
6504.T,富士電機,プライム,電気機器,TOPIX Mid400
6505.T,東洋電機製造,スタンダード,電気機器,-
6506.T,安川電機,プライム,電気機器,TOPIX Mid400
6507.T,シンフォニアテクノロジー,プライム,電気機器,TOPIX Small 1
6508.T,明電舎,プライム,電気機器,TOPIX Small 1
6513.T,オリジン,スタンダード,電気機器,-
6516.T,山洋電気,プライム,電気機器,TOPIX Small 1
6517.T,デンヨー,プライム,電気機器,TOPIX Small 2
6518.T,三相電機,スタンダード,電気機器,-
6521.T,オキサイド,グロース,電気機器,-
6522.T,アスタリスク,グロース,電気機器,-
6523.T,ＰＨＣホールディングス,プライム,電気機器,TOPIX Small 1
6524.T,湖北工業,スタンダード,電気機器,-
6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,TOPIX Mid400
6526.T,ソシオネクスト,プライム,電気機器,TOPIX Mid400
6532.T,ベイカレント,プライム,サービス業,TOPIX Mid400
6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム,サービス業,TOPIX Small 2
6535.T,アイモバイル,プライム,サービス業,TOPIX Small 2
6537.T,ＷＡＳＨハウス,グロース,サービス業,-
6538.T,ディスラプターズ,スタンダード,サービス業,-
6539.T,ＭＳ−Ｊａｐａｎ,プライム,サービス業,TOPIX Small 2
6540.T,船場,スタンダード,サービス業,-
6543.T,日宣,スタンダード,サービス業,-
6544.T,ジャパンエレベーターサービスホールディングス,プライム,サービス業,TOPIX Mid400
6545.T,インターネットインフィニティー,グロース,サービス業,-
6546.T,フルテック,スタンダード,サービス業,-
6547.T,グリーンズ,スタンダード,サービス業,-
6548.T,旅工房,グロース,サービス業,-
6549.T,ディーエムソリューションズ,スタンダード,サービス業,-
6551.T,ツナググループ・ホールディングス,スタンダード,サービス業,-
6552.T,ＧａｍｅＷｉｔｈ,スタンダード,サービス業,-
6554.T,エスユーエス,グロース,サービス業,-
6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード,サービス業,-
6557.T,ＡＩＡＩグループ,グロース,サービス業,-
6558.T,クックビズ,グロース,サービス業,-
6560.T,エル・ティー・エス,プライム,サービス業,TOPIX Small 2
6561.T,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース,サービス業,-
6562.T,ジーニー,グロース,サービス業,-
6563.T,みらいワークス,グロース,サービス業,-
6564.T,ミダックホールディングス,プライム,サービス業,TOPIX Small 2
6566.T,要興業,スタンダード,サービス業,-
6568.T,神戸天然物化学,グロース,サービス業,-
6570.T,共和コーポレーション,スタンダード,サービス業,-
6571.T,キュービーネットホールディングス,プライム,サービス業,TOPIX Small 2
6572.T,オープングループ,プライム,サービス業,TOPIX Small 2
6573.T,ＣＲＡＶＩＡ,グロース,サービス業,-
6574.T,コンヴァノ,グロース,サービス業,-
6577.T,ベストワンドットコム,グロース,サービス業,-
6578.T,コレックホールディングス,スタンダード,サービス業,-
6579.T,ログリー,グロース,サービス業,-
6580.T,ライトアップ,グロース,サービス業,-
6584.T,三櫻工業,プライム,輸送用機器,TOPIX Small 2
6586.T,マキタ,プライム,機械,TOPIX Mid400
6588.T,東芝テック,プライム,電気機器,TOPIX Small 1
6590.T,芝浦メカトロニクス,プライム,電気機器,TOPIX Small 1
6592.T,マブチモーター,プライム,電気機器,TOPIX Mid400
6594.T,ニデック,プライム,電気機器,-
6597.T,ＨＰＣシステムズ,グロース,電気機器,-
6599.T,エブレン,スタンダード,電気機器,-
6612.T,バルミューダ,グロース,電気機器,-
6613.T,ＱＤレーザ,グロース,電気機器,-
6614.T,シキノハイテック,スタンダード,電気機器,-
6615.T,ユー・エム・シー・エレクトロニクス,プライム,電気機器,TOPIX Small 2
6616.T,トレックス・セミコンダクター,プライム,電気機器,TOPIX Small 2
6617.T,東光高岳,プライム,電気機器,TOPIX Small 2
6619.T,ダブル・スコープ,プライム,電気機器,TOPIX Small 2
6620.T,宮越ホールディングス,プライム,不動産業,TOPIX Small 2
6622.T,ダイヘン,プライム,電気機器,TOPIX Small 1
6625.T,ＪＡＬＣＯホールディングス,スタンダード,不動産業,-
6626.T,ＳＥＭＩＴＥＣ,スタンダード,電気機器,-
6627.T,テラプローブ,スタンダード,電気機器,-
6629.T,テクノホライゾン,スタンダード,電気機器,-
6630.T,ヤーマン,プライム,電気機器,TOPIX Small 1
6632.T,ＪＶＣケンウッド,プライム,電気機器,TOPIX Mid400
6633.T,ＣＧＳホールディングス,スタンダード,電気機器,-
6634.T,ＪＮグループ,スタンダード,電気機器,-
6635.T,大日光・エンジニアリング,スタンダード,電気機器,-
6637.T,寺崎電気産業,スタンダード,電気機器,-
6638.T,ミマキエンジニアリング,プライム,電気機器,TOPIX Small 2
6643.T,戸上電機製作所,スタンダード,電気機器,-
6644.T,大崎電気工業,プライム,電気機器,TOPIX Small 2
6645.T,オムロン,プライム,電気機器,TOPIX Mid400
6647.T,森尾電機,スタンダード,電気機器,-
6648.T,かわでん,スタンダード,電気機器,-
6651.T,日東工業,プライム,電気機器,TOPIX Small 1
6652.T,ＩＤＥＣ,プライム,電気機器,TOPIX Small 1
6653.T,正興電機製作所,プライム,電気機器,-
6654.T,不二電機工業,スタンダード,電気機器,-
6656.T,インスペック,スタンダード,電気機器,-
6658.T,シライ電子工業,スタンダード,電気機器,-
6659.T,メディアリンクス,スタンダード,電気機器,-
6662.T,ユビテック,スタンダード,電気機器,-
6663.T,太洋テクノレックス,スタンダード,電気機器,-
6664.T,オプトエレクトロニクス,スタンダード,電気機器,-
6666.T,リバーエレテック,スタンダード,電気機器,-
6668.T,アドテック　プラズマ　テクノロジー,スタンダード,電気機器,-
6674.T,ジーエス・ユアサ　コーポレーション,プライム,電気機器,TOPIX Mid400
6675.T,サクサ,スタンダード,電気機器,-
6676.T,バッファロー,スタンダード,電気機器,TOPIX Small 2
6677.T,エスケーエレクトロニクス,スタンダード,電気機器,-
6678.T,テクノメディカ,スタンダード,電気機器,TOPIX Small 2
6694.T,ズーム,スタンダード,電気機器,-
6696.T,トラース・オン・プロダクト,グロース,電気機器,-
6699.T,ダイヤモンドエレクトリックホールディングス,スタンダード,電気機器,TOPIX Small 2
6701.T,日本電気,プライム,電気機器,TOPIX Large70
6702.T,富士通,プライム,電気機器,TOPIX Large70
6703.T,沖電気工業,プライム,電気機器,TOPIX Small 1
6706.T,電気興業,プライム,電気機器,TOPIX Small 2
6707.T,サンケン電気,プライム,電気機器,TOPIX Mid400
6718.T,アイホン,プライム,電気機器,TOPIX Small 2
6721.T,ウインテスト,スタンダード,電気機器,-
6723.T,ルネサスエレクトロニクス,プライム,電気機器,TOPIX Large70
6724.T,セイコーエプソン,プライム,電気機器,TOPIX Mid400
6727.T,ワコム,プライム,電気機器,TOPIX Small 1
6728.T,アルバック,プライム,電気機器,TOPIX Mid400
6730.T,アクセル,スタンダード,電気機器,TOPIX Small 2
6731.T,ピクセラ,スタンダード,電気機器,-
6736.T,サン電子,スタンダード,電気機器,-
6737.T,ＥＩＺＯ,プライム,電気機器,TOPIX Small 1
6740.T,ジャパンディスプレイ,プライム,電気機器,TOPIX Small 2
6741.T,日本信号,プライム,電気機器,TOPIX Small 2
6742.T,京三製作所,プライム,電気機器,TOPIX Small 2
6743.T,大同信号,スタンダード,電気機器,-
6744.T,能美防災,プライム,電気機器,TOPIX Small 1
6745.T,ホーチキ,プライム,電気機器,TOPIX Small 2
6748.T,星和電機,スタンダード,電気機器,-
6750.T,エレコム,プライム,電気機器,TOPIX Small 1
6752.T,パナソニック　ホールディングス,プライム,電気機器,TOPIX Large70
6753.T,シャープ,プライム,電気機器,TOPIX Mid400
6754.T,アンリツ,プライム,電気機器,TOPIX Mid400
6757.T,ＯＳＧコーポレーション,スタンダード,電気機器,-
6758.T,ソニーグループ,プライム,電気機器,TOPIX Core30
6762.T,ＴＤＫ,プライム,電気機器,TOPIX Large70
6763.T,帝国通信工業,プライム,電気機器,TOPIX Small 2
6768.T,タムラ製作所,プライム,電気機器,TOPIX Small 1
6769.T,ザインエレクトロニクス,スタンダード,電気機器,-
6770.T,アルプスアルパイン,プライム,電気機器,TOPIX Mid400
6771.T,池上通信機,スタンダード,電気機器,-
6772.T,東京コスモス電機,スタンダード,電気機器,-
6775.T,ＴＢグループ,スタンダード,電気機器,-
6776.T,天昇電気工業,スタンダード,化学,-
6777.T,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード,電気機器,-
6778.T,アルチザネットワークス,スタンダード,電気機器,-
6779.T,日本電波工業,プライム,電気機器,TOPIX Small 2
6785.T,鈴木,プライム,電気機器,TOPIX Small 2
6786.T,ＲＶＨ,スタンダード,サービス業,-
6787.T,メイコー,プライム,電気機器,TOPIX Small 1
6788.T,日本トリム,プライム,電気機器,TOPIX Small 2
6794.T,フォスター電機,プライム,電気機器,TOPIX Small 2
6797.T,名古屋電機工業,スタンダード,電気機器,-
6798.T,ＳＭＫ,プライム,電気機器,TOPIX Small 2
6800.T,ヨコオ,プライム,電気機器,TOPIX Small 2
6803.T,ティアック,スタンダード,電気機器,-
6804.T,ホシデン,プライム,電気機器,TOPIX Small 1
6806.T,ヒロセ電機,プライム,電気機器,TOPIX Mid400
6807.T,日本航空電子工業,プライム,電気機器,TOPIX Small 1
6809.T,ＴＯＡ,プライム,電気機器,TOPIX Small 2
6810.T,マクセル,プライム,電気機器,TOPIX Small 1
6814.T,古野電気,プライム,電気機器,TOPIX Small 1
6817.T,スミダコーポレーション,プライム,電気機器,TOPIX Small 2
6819.T,伊豆シャボテンリゾート,スタンダード,サービス業,-
6820.T,アイコム,プライム,電気機器,TOPIX Small 2
6822.T,大井電気,スタンダード,電気機器,-
6823.T,リオン,プライム,電気機器,TOPIX Small 2
6824.T,新コスモス電機,スタンダード,電気機器,-
6832.T,アオイ電子,スタンダード,電気機器,-
6834.T,精工技研,スタンダード,電気機器,-
6835.T,アライドテレシスホールディングス,スタンダード,電気機器,-
6836.T,ぷらっとホーム,スタンダード,電気機器,-
6837.T,京写,スタンダード,電気機器,-
6838.T,多摩川ホールディングス,スタンダード,電気機器,-
6840.T,ＡＫＩＢＡホールディングス,スタンダード,電気機器,-
6841.T,横河電機,プライム,電気機器,TOPIX Mid400
6844.T,新電元工業,プライム,電気機器,TOPIX Small 2
6845.T,アズビル,プライム,電気機器,TOPIX Mid400
6848.T,東亜ディーケーケー,スタンダード,電気機器,-
6849.T,日本光電工業,プライム,電気機器,TOPIX Mid400
6850.T,チノー,プライム,電気機器,TOPIX Small 2
6853.T,共和電業,スタンダード,電気機器,-
6855.T,日本電子材料,スタンダード,電気機器,TOPIX Small 2
6856.T,堀場製作所,プライム,電気機器,TOPIX Mid400
6857.T,アドバンテスト,プライム,電気機器,TOPIX Core30
6858.T,小野測器,スタンダード,電気機器,-
6859.T,エスペック,プライム,電気機器,TOPIX Small 1
6861.T,キーエンス,プライム,電気機器,TOPIX Core30
6862.T,ミナトホールディングス,スタンダード,電気機器,-
6863.T,ニレコ,スタンダード,電気機器,-
6864.T,エヌエフホールディングス,スタンダード,電気機器,-
6866.T,日置電機,プライム,電気機器,TOPIX Small 1
6867.T,リーダー電子,スタンダード,電気機器,-
6869.T,シスメックス,プライム,電気機器,TOPIX Mid400
6870.T,日本フェンオール,スタンダード,電気機器,-
6871.T,日本マイクロニクス,プライム,電気機器,TOPIX Small 1
6874.T,協立電機,スタンダード,電気機器,-
6875.T,メガチップス,プライム,電気機器,TOPIX Small 1
6877.T,ＯＢＡＲＡ　ＧＲＯＵＰ,スタンダード,電気機器,TOPIX Small 2
6882.T,三社電機製作所,スタンダード,電気機器,-
6888.T,アクモス,スタンダード,情報･通信業,-
6890.T,フェローテック,スタンダード,電気機器,-
6894.T,パルステック工業,スタンダード,電気機器,-
6897.T,ツインバード,スタンダード,電気機器,-
6898.T,トミタ電機,スタンダード,電気機器,-
6899.T,ＡＳＴＩ,スタンダード,電気機器,-
6902.T,デンソー,プライム,輸送用機器,TOPIX Large70
6904.T,原田工業,スタンダード,電気機器,-
6905.T,コーセル,プライム,電気機器,TOPIX Small 2
6907.T,ジオマテック,スタンダード,電気機器,-
6908.T,イリソ電子工業,プライム,電気機器,TOPIX Small 1
6912.T,菊水ホールディングス,スタンダード,電気機器,-
6914.T,オプテックスグループ,プライム,電気機器,TOPIX Small 1
6915.T,千代田インテグレ,スタンダード,電気機器,TOPIX Small 2
6918.T,アバールデータ,スタンダード,電気機器,-
6919.T,ケル,スタンダード,電気機器,-
6920.T,レーザーテック,プライム,電気機器,TOPIX Large70
6923.T,スタンレー電気,プライム,電気機器,TOPIX Mid400
6925.T,ウシオ電機,プライム,電気機器,TOPIX Mid400
6926.T,岡谷電機産業,スタンダード,電気機器,-
6927.T,ヘリオス　テクノ　ホールディング,スタンダード,電気機器,-
6928.T,エノモト,スタンダード,電気機器,-
6929.T,日本セラミック,プライム,電気機器,TOPIX Small 1
6932.T,遠藤照明,スタンダード,電気機器,-
6941.T,山一電機,プライム,電気機器,TOPIX Small 1
6942.T,ソフィアホールディングス,スタンダード,情報･通信業,-
6943.T,ＮＫＫスイッチズ,スタンダード,電気機器,-
6946.T,日本アビオニクス,スタンダード,電気機器,-
6947.T,図研,プライム,電気機器,TOPIX Small 1
6951.T,日本電子,プライム,電気機器,TOPIX Mid400
6952.T,カシオ計算機,プライム,電気機器,TOPIX Mid400
6954.T,ファナック,プライム,電気機器,TOPIX Large70
6955.T,ＦＤＫ,スタンダード,電気機器,-
6958.T,日本シイエムケイ,プライム,電気機器,TOPIX Small 2
6960.T,フクダ電子,スタンダード,電気機器,-
6961.T,エンプラス,プライム,電気機器,TOPIX Small 2
6962.T,大真空,プライム,電気機器,TOPIX Small 2
6963.T,ローム,プライム,電気機器,TOPIX Mid400
6964.T,サンコー,スタンダード,電気機器,-
6965.T,浜松ホトニクス,プライム,電気機器,TOPIX Mid400
6966.T,三井ハイテック,プライム,電気機器,TOPIX Small 1
6969.T,松尾電機,スタンダード,電気機器,-
6971.T,京セラ,プライム,電気機器,TOPIX Large70
6976.T,太陽誘電,プライム,電気機器,TOPIX Mid400
6977.T,日本抵抗器製作所,スタンダード,電気機器,-
6981.T,村田製作所,プライム,電気機器,TOPIX Large70
6982.T,リード,スタンダード,輸送用機器,-
6986.T,双葉電子工業,プライム,電気機器,TOPIX Small 2
6988.T,日東電工,プライム,化学,TOPIX Mid400
6989.T,北陸電気工業,スタンダード,電気機器,-
6993.T,大黒屋ホールディングス,スタンダード,小売業,-
6994.T,指月電機製作所,スタンダード,電気機器,-
6995.T,東海理化電機製作所,プライム,輸送用機器,TOPIX Small 1
6996.T,ニチコン,プライム,電気機器,TOPIX Small 1
6997.T,日本ケミコン,プライム,電気機器,TOPIX Small 2
6998.T,日本タングステン,スタンダード,電気機器,-
6999.T,ＫＯＡ,プライム,電気機器,TOPIX Small 1
7003.T,三井Ｅ＆Ｓ,プライム,機械,TOPIX Mid400
7004.T,カナデビア,プライム,機械,TOPIX Small 1
7011.T,三菱重工業,プライム,機械,TOPIX Core30
7012.T,川崎重工業,プライム,輸送用機器,TOPIX Mid400
7013.T,ＩＨＩ,プライム,機械,TOPIX Mid400
