ticker,name,score,roe,revenue_growth,earnings_growth,per,pbr,debt_to_equity,sector,index
EVRG,Evergy,43.2,0.08866999,0.05,0.185,23.43883,2.0001814,155.555,Utilities,S&P500
ABBV,AbbVie,43.1,,0.124,-0.462,127.975494,-69.30449,,Health Care,S&P500
EMR,Emerson Electric,43.0,0.12328,0.029,0.279,32.1875,3.835968,69.182,Industrials,S&P500
WEC,WEC Energy Group,43.0,0.11679,0.09,0.079,23.81363,2.8408523,153.184,Utilities,S&P500
HRL,Hormel Foods,43.0,0.05831,-0.029,-0.051,29.411764,1.7307028,4.244,Consumer Staples,S&P500
CVS,CVS Health,43.0,0.037520003,0.061,0.631,45.929825,1.7210946,100.912,Health Care,S&P500
BIO,Bio-Rad Laboratories,43.0,0.02495,0.011,,49.476665,1.1624519,20.116,Health Care,S&P400
WMT,Walmart,42.9,0.24132,0.073,0.194,39.380283,9.439568,74.816,Consumer Staples,S&P500
EPR,EPR Properties,42.8,0.1169,0.036,-0.051,18.24074,1.9522346,134.85,Real Estate,S&P400
GEF,"Greif, Inc.",42.8,,-0.005,-0.676,31.066114,1.1797012,39.344,Materials,S&P400
PANW,Palo Alto Networks,42.8,0.048309997,0.311,,302.6609,10.227432,7.698,Information Technology,S&P500
GDDY,GoDaddy,42.8,3.98215,0.061,0.06,14.026942,49.474567,1621.618,Information Technology,S&P500
FLEX,Flex Ltd.,42.7,0.17347,0.169,0.171,58.736053,9.728797,86.8,Information Technology,S&P500
AMT,American Tower,42.6,0.29952,0.068,0.769,26.822294,21.964546,444.55,Real Estate,S&P500
GE,GE Aerospace,42.6,0.45428002,0.247,-0.018,46.955223,21.813139,116.527,Industrials,S&P500
HUM,Humana,42.5,0.062800005,0.235,-0.046,42.38782,2.5637465,77.073,Health Care,S&P500
LITE,Lumentum,42.4,0.22834998,0.901,,128.22536,17.562574,111.445,Information Technology,S&P500
CUZ,Cousins Properties,42.4,-0.00096000003,0.048,,,1.1329978,84.326,Real Estate,S&P400
TMO,Thermo Fisher Scientific,42.4,0.13523,0.062,0.113,28.72887,3.7455456,82.903,Health Care,S&P500
IQV,IQVIA,42.3,0.22490999,0.084,0.15,25.719254,5.554542,255.426,Health Care,S&P500
BWA,BorgWarner,42.2,0.072670005,0.005,0.611,36.930233,2.3779576,72.191,Consumer Discretionary,S&P400
ESAB,ESAB,42.2,0.11387,0.099,-0.289,24.544973,2.578368,95.724,Industrials,S&P400
PCAR,Paccar,42.1,0.13108,-0.089,0.197,25.425533,3.1831017,76.163,Industrials,S&P500
ABT,Abbott Laboratories,42.0,0.123339996,0.078,-0.197,26.72269,3.1918097,64.773,Health Care,S&P500
DD,DuPont,41.9,0.00896,0.043,,123.81416,1.3614426,22.594,Materials,S&P500
ROL,"Rollins, Inc.",41.9,0.38671002,0.102,0.013,39.798164,15.114984,77.235,Industrials,S&P500
TT,Trane Technologies,41.9,0.36630002,0.06,-0.021,36.498474,12.311197,53.597,Industrials,S&P500
TSCO,Tractor Supply,41.9,0.45504,0.036,-0.081,15.645321,6.640184,254.949,Consumer Discretionary,S&P500
CTRE,CareTrust REIT,41.7,0.09423,0.032,0.05,26.430378,2.2895992,71.948,Real Estate,S&P400
EQH,Equitable Holdings,41.6,-0.13523,-0.076,12.443,,-16.15085,321.156,Financials,S&P400
NI,NiSource,41.5,0.091120005,0.082,0.06,23.791044,2.3734365,140.908,Utilities,S&P500
COHR,Coherent Corp.,41.5,0.04718,0.205,,158.74286,6.1053824,31.093,Information Technology,S&P500
DASH,DoorDash,41.4,0.09922,0.331,-0.061,91.0,8.208362,32.194,Consumer Discretionary,S&P500
JBL,Jabil,41.4,0.65876,0.118,0.276,42.715893,27.164915,297.136,Information Technology,S&P500
JNJ,Johnson & Johnson,41.3,0.26416,0.099,-0.529,30.479723,7.797243,67.73,Health Care,S&P500
SWKS,Skyworks Solutions,41.2,0.06171,-0.01,-0.449,26.066666,1.6318866,20.632,Information Technology,S&P500
WMB,Williams Companies,41.2,0.19656,0.09,0.25,32.07895,6.997704,199.855,Energy,S&P500
KLAC,KLA Corporation,41.1,0.94975996,0.115,0.118,66.72805,52.802063,105.4,Information Technology,S&P500
TRGP,Targa Resources,41.1,0.74097997,-0.102,1.429,26.44331,17.72301,585.249,Energy,S&P500
KDP,Keurig Dr Pepper,41.1,0.06312,0.094,-0.477,24.666666,1.7934079,85.985,Consumer Staples,S&P500
ECL,Ecolab,41.0,0.22427,0.1,0.078,38.29189,7.9716415,92.369,Materials,S&P500
SNPS,Synopsys,40.9,0.03824,0.419,-0.96,100.03661,2.7459626,35.574,Information Technology,S&P500
BX,Blackstone Inc.,40.9,0.29533002,0.057,0.039,31.48205,11.521067,72.022,Financials,S&P500
MRVL,Marvell Technology,40.8,0.16028,0.276,-0.804,84.00342,11.790521,28.97,Information Technology,S&P500
KMB,Kimberly-Clark,40.7,1.11727,0.027,0.179,22.189554,21.201258,371.264,Consumer Staples,S&P500
IT,Gartner,40.7,0.94878,-0.015,0.173,13.483681,145.9529,5293.41,Information Technology,S&P500
MRSH,Marsh McLennan,40.6,0.27571,0.076,-0.154,22.3175,5.908985,151.634,Financials,S&P500
DHR,Danaher Corporation,40.6,0.0708,0.037,0.098,38.284332,2.6454864,37.17,Health Care,S&P500
STT,State Street Corporation,40.5,0.11261,-0.028,-0.241,17.328934,1.9617736,,Financials,S&P500
HSIC,Henry Schein,40.5,0.08762,0.063,0.045,26.111782,3.028063,77.748,Health Care,S&P500
J,Jacobs Solutions,40.4,0.09380999,0.27,,37.725662,4.590452,138.776,Industrials,S&P500
PKG,Packaging Corporation of America,40.3,0.16313,0.106,-0.155,28.907768,4.5973907,95.185,Materials,S&P500
CVX,Chevron Corporation,40.3,0.06638,0.023,-0.445,29.477352,1.8211956,23.989,Energy,S&P500
UNP,Union Pacific Corporation,40.2,0.40686,0.032,0.062,23.249588,8.629387,162.246,Industrials,S&P500
TECH,Bio-Techne,40.1,0.053400002,-0.015,1.286,101.18572,5.490272,13.922,Health Care,S&P500
RVTY,Revvity,40.1,0.03227,0.07,0.035,54.69231,1.7679695,46.642,Health Care,S&P500
FLS,Flowserve,40.0,0.17086,-0.067,0.143,26.595587,4.171616,82.9,Industrials,S&P400
ETN,Eaton Corporation,39.7,0.20844999,0.168,-0.094,39.070587,7.8467355,110.463,Industrials,S&P500
APD,Air Products,39.5,0.12353,0.088,,33.107483,4.4705467,101.611,Materials,S&P500
CLF,Cleveland-Cliffs,39.5,-0.18604,0.063,,,0.9660037,129.324,Materials,S&P400
CSX,CSX Corporation,39.4,0.23684,0.017,0.265,29.993864,6.690844,143.06,Industrials,S&P500
DT,Dynatrace,39.4,0.062179998,0.194,-0.526,82.9074,5.0513372,6.293,Information Technology,S&P400
ADM,Archer Daniels Midland,39.4,0.047659997,0.016,0.009,34.28125,1.6230898,46.128,Consumer Staples,S&P500
INVH,Invitation Homes,39.4,0.061929997,0.092,-0.037,32.136845,1.9947729,97.038,Real Estate,S&P500
DTE,DTE Energy,39.3,0.10423,0.158,-0.444,25.297207,2.6007395,218.787,Utilities,S&P500
ARE,Alexandria Real Estate Equities,39.1,-0.04144,-0.115,,,0.5704862,66.509,Real Estate,S&P500
CDP,COPT Defense Properties,39.1,0.10366,0.073,0.097,27.49635,2.8067954,162.805,Real Estate,S&P400
XYZ,"Block, Inc.",39.1,0.03743,0.049,,61.58594,2.1375308,37.514,Financials,S&P500
URI,United Rentals,39.1,0.28237,0.072,0.066,28.089746,7.684543,167.473,Industrials,S&P500
AM,Antero Midstream,39.0,0.20407,0.086,-0.003,26.116278,5.5103035,191.718,Energy,S&P400
BKH,Black Hills Corporation,38.9,0.07658,-0.03,-0.075,19.216146,1.4236654,115.59,Utilities,S&P400
APTV,Aptiv,38.9,0.040799998,0.054,,35.053574,1.3544158,103.823,Consumer Discretionary,S&P500
ETR,Entergy,38.8,0.10751,0.12,0.012,29.290075,3.038085,192.883,Utilities,S&P500
ODFL,Old Dominion,38.8,0.23331,-0.029,-0.042,45.43841,10.296621,0.909,Industrials,S&P500
PSA,Public Storage,38.7,0.20175,0.032,0.328,34.018578,11.810822,107.646,Real Estate,S&P500
ITW,Illinois Tool Works,38.7,0.96848,0.046,0.118,25.325905,24.303663,283.22,Industrials,S&P500
INTC,Intel,38.7,-0.02911,0.072,,,5.4267936,36.028,Information Technology,S&P500
SYK,Stryker Corporation,38.5,0.152,0.026,0.142,37.75029,5.44769,66.295,Health Care,S&P500
Q,Qnity Electronics,38.4,0.07481,0.176,-0.217,45.725807,4.1325326,60.756,Information Technology,S&P500
LNT,Alliant Energy,38.3,0.113120005,0.05,0.049,24.537735,2.7153149,159.526,Utilities,S&P500
LII,Lennox International,38.1,0.76791,0.058,-0.077,25.312168,16.346352,161.043,Industrials,S&P500
AWK,American Water Works,38.0,0.10217,0.057,-0.048,24.265959,2.4214866,142.33,Utilities,S&P500
AXTA,Axalta,37.9,0.16169001,-0.006,-0.067,20.532164,3.1035094,127.564,Materials,S&P400
SO,Southern Company,37.8,0.109910004,0.08,-0.008,25.058825,2.9754024,190.431,Utilities,S&P500
IR,Ingersoll Rand,37.8,0.057150003,0.076,0.065,54.452698,3.0991385,48.353,Industrials,S&P500
XEL,Xcel Energy,37.8,0.0959,0.029,0.06,23.619596,2.1648748,164.845,Utilities,S&P500
ENS,EnerSys,37.8,0.15336001,0.013,-0.15,26.806744,3.955295,62.324,Industrials,S&P400
VTR,Ventas,37.5,0.0214,0.219,0.1,168.21817,3.4265397,93.736,Real Estate,S&P500
CHD,Church & Dwight,37.3,0.16779,0.002,0.022,32.43421,5.5797634,56.794,Consumer Staples,S&P500
TSLA,"Tesla, Inc.",37.2,0.04901,0.158,0.083,357.68182,17.968216,18.738,Consumer Discretionary,S&P500
DOCN,DigitalOcean,37.1,0.70002997,0.224,-0.617,57.074566,15.2986145,169.946,Information Technology,S&P400
BMRN,BioMarin Pharmaceutical,37.0,0.044770002,0.028,-0.431,42.43885,1.8352935,23.174,Health Care,S&P400
BCO,Brink's,37.0,0.53040004,0.103,-0.347,23.714952,15.961629,1136.225,Industrials,S&P400
SRE,Sempra,36.9,0.05689,-0.039,0.137,31.653059,1.8859053,85.267,Utilities,S&P500
HOOD,Robinhood Markets,36.8,0.21461001,0.151,0.027,54.723305,10.902321,140.483,Financials,S&P500
UPS,United Parcel Service,36.7,0.33353,-0.016,-0.272,17.935171,5.7897763,181.508,Industrials,S&P500
AMGN,Amgen,36.6,1.01318,0.058,0.044,26.036882,21.972633,623.754,Health Care,S&P500
MCO,Moody's Corporation,36.4,0.71361,0.081,0.078,35.21249,28.617855,235.539,Financials,S&P500
FTV,Fortive,36.3,0.06814,0.077,-0.124,36.85294,3.1474504,58.806,Industrials,S&P500
BXP,"BXP, Inc.",36.3,0.05525,0.006,0.655,34.83417,2.1349595,211.994,Real Estate,S&P500
RSG,Republic Services,36.0,0.18346001,0.026,0.075,31.137535,5.587721,117.578,Industrials,S&P500
BA,Boeing,35.8,1.69947,0.14,,89.1693,29.836649,828.696,Industrials,S&P500
CSL,Carlisle Companies,35.7,0.38228,-0.04,-0.032,21.408642,8.963435,174.728,Industrials,S&P400
UNH,UnitedHealth Group,35.6,0.121759996,0.02,0.007,32.054256,3.9458988,73.982,Health Care,S&P500
CHH,Choice Hotels,35.5,9.40813,0.035,-0.532,15.164643,36.98815,1535.084,Consumer Discretionary,S&P400
MRK,Merck & Co.,35.5,0.18944,0.049,,36.495773,6.974591,106.936,Health Care,S&P500
CMI,Cummins,35.4,0.21993999,0.027,-0.21,34.35618,7.392718,61.621,Industrials,S&P500
BC,Brunswick,35.4,-0.07778,0.128,0.067,,3.2107334,152.463,Consumer Discretionary,S&P400
SHW,Sherwin-Williams,35.3,0.60723,0.068,0.075,33.89231,19.505287,329.521,Materials,S&P500
HD,Home Depot (The),35.0,1.2838,0.048,-0.043,25.4371,25.718596,459.356,Consumer Discretionary,S&P500
HON,Honeywell Technologies,35.0,0.24264,0.024,-0.419,18.344772,5.3587914,257.387,Industrials,S&P500
WM,Waste Management,34.8,0.29936,0.035,0.133,33.34298,9.248926,228.408,Industrials,S&P500
CHRW,C.H. Robinson,34.7,0.34838,-0.008,0.099,38.431175,13.163004,96.501,Industrials,S&P500
CAVA,Cava Group,34.7,0.0802,0.321,-0.091,147.84616,11.049151,61.544,Consumer Discretionary,S&P400
SYY,Sysco,34.4,0.81894994,0.047,-0.135,23.56389,17.658203,670.44,Consumer Staples,S&P500
BROS,Dutch Bros Inc.,34.4,0.138,0.308,-0.001,112.75001,13.189545,126.055,Consumer Discretionary,S&P400
MCHP,Microchip Technology,34.1,0.03405,0.351,,384.72726,7.1329846,87.715,Information Technology,S&P500
EQIX,Equinix,34.0,0.10059,0.121,0.2,69.440056,6.911627,162.961,Real Estate,S&P500
FOUR,Shift4,33.9,0.099429995,0.322,,59.022987,6.2859592,257.416,Financials,S&P400
KKR,KKR & Co.,33.8,0.076630004,-0.066,,31.918365,2.9858725,69.029,Financials,S&P500
ENTG,Entegris,33.7,0.067880005,0.05,0.463,84.77457,5.51623,92.796,Information Technology,S&P400
ATI,ATI Inc.,33.7,0.22674999,0.006,0.269,62.079212,14.498228,96.904,Industrials,S&P400
CPT,Camden Property Trust,33.6,0.09064999,-0.005,0.121,32.751396,3.0258844,104.147,Real Estate,S&P500
FANG,Diamondback Energy,33.5,0.0047400002,0.042,-0.984,175.55101,1.3269265,32.594,Energy,S&P500
SJM,J.M. Smucker Company (The),33.4,-0.02386,0.058,,,2.2372296,128.609,Consumer Staples,S&P500
EQR,Equity Residential,33.3,0.08671,0.025,-0.646,27.932001,2.4557765,78.42,Real Estate,S&P500
HAS,Hasbro,33.2,-0.23316,0.127,0.986,,17.503822,574.488,Consumer Discretionary,S&P500
ON,ON Semiconductor,33.1,0.074939996,0.047,,67.07353,4.8956156,44.337,Information Technology,S&P500
CNP,CenterPoint Energy,33.0,0.09561,0.019,0.067,27.3681,2.5488515,215.591,Utilities,S&P500
AVTR,Avantor,33.0,-0.09436,0.0,-0.333,,1.2487899,68.286,Health Care,S&P400
CMG,Chipotle Mexican Grill,32.9,0.49231997,0.074,-0.179,32.467888,18.915018,217.885,Consumer Discretionary,S&P500
CUBE,CubeSmart,32.7,0.11562,0.033,-0.077,28.657343,3.5031629,129.599,Real Estate,S&P400
SWK,Stanley Black & Decker,32.7,0.04165,0.027,-0.348,37.663933,1.591342,77.606,Industrials,S&P500
NSC,Norfolk Southern,32.6,0.17615,0.002,-0.266,27.16414,4.5860987,111.586,Industrials,S&P500
EXR,Extra Space Storage,32.4,0.0683,0.038,-0.106,33.55955,2.3656697,98.092,Real Estate,S&P500
CL,Colgate-Palmolive,32.3,3.6357698,0.084,-0.059,36.872093,525.58014,1640.535,Consumer Staples,S&P500
MSI,Motorola Solutions,32.1,0.99289,0.074,-0.138,34.14055,27.612204,374.132,Information Technology,S&P500
FBIN,Fortune Brands Innovations,32.0,0.11653,-0.021,-0.524,23.653334,2.693729,125.712,Industrials,S&P400
CLH,Clean Harbors,31.7,0.14794,0.019,0.092,39.511536,5.5431824,116.452,Industrials,S&P400
DOW,Dow Inc.,31.2,-0.15262,-0.061,,,1.309732,117.133,Materials,S&P500
ELF,e.l.f. Beauty,31.2,-0.00291,0.351,,173.68181,17.165318,81.104,Consumer Staples,S&P400
LMT,Lockheed Martin,31.1,0.6764,0.003,-0.115,26.449127,16.765762,276.365,Industrials,S&P500
FND,Floor & Decor,31.1,0.08527,-0.007,-0.182,32.086956,2.5976768,81.678,Consumer Discretionary,S&P400
WBD,Warner Bros. Discovery,30.7,-0.049590003,-0.01,,,2.0377069,96.318,Communication Services,S&P500
ESS,Essex Property Trust,30.6,0.105579995,0.064,-0.478,33.557926,3.5296133,121.856,Real Estate,S&P500
GM,General Motors,30.1,0.040149998,-0.009,-0.158,27.737226,1.0940446,199.048,Consumer Discretionary,S&P500
AKAM,Akamai Technologies,29.9,0.091680005,0.058,-0.134,38.104378,3.355571,119.534,Information Technology,S&P500
BLDR,Builders FirstSource,29.8,0.06958,-0.101,,32.32443,2.2740455,132.159,Industrials,S&P500
ELS,Equity Lifestyle Properties,29.7,0.2185,0.012,-0.026,33.125,7.293043,180.774,Real Estate,S&P400
BAX,Baxter International,29.5,-0.15010999,0.029,,,1.9357319,161.021,Health Care,S&P500
ASH,Ashland Global,29.3,-0.3096,0.006,-0.475,,1.6442963,79.207,Materials,S&P400
BHF,Brighthouse Financial,29.2,-0.010980001,-0.362,,,0.6608985,176.333,Financials,S&P400
KR,Kroger,28.7,0.13779001,0.022,0.132,34.046783,6.2926936,373.449,Consumer Staples,S&P500
CRBG,Corebridge Financial,28.5,0.016900001,0.021,,74.4,1.3180974,148.375,Financials,S&P400
ALK,Alaska Air Group,28.4,0.01856,0.052,,104.265305,1.5248924,178.719,Industrials,S&P400
COIN,Coinbase,28.3,0.06686,-0.308,,61.06273,3.2334838,59.081,Financials,S&P500
ACI,Albertsons,28.0,0.08326,0.077,,35.325,3.8438518,833.074,Consumer Staples,S&P400
SW,Smurfit Westrock,27.7,0.02113,0.007,-0.836,63.791664,1.3321538,78.831,Materials,S&P500
CG,Carlyle Group (The),27.5,0.09364,-0.941,,29.335617,2.852291,198.209,Financials,S&P400
MMM,3M,27.3,0.71458,0.013,-0.397,30.972975,25.64578,396.497,Industrials,S&P500
CVLT,CommVault Systems,27.3,0.42486,0.133,-0.502,95.528656,824.0659,12260.488,Information Technology,S&P400
CPRI,Capri Holdings,26.6,0.35088003,-0.037,,29.16923,27.280575,1690.476,Consumer Discretionary,S&P400
HONA,Honeywell Aerospace,26.2,,0.068,,52.031578,,,Industrials,S&P500
BRKR,Bruker,25.6,-0.0043200003,0.027,-0.818,,3.831189,68.124,Health Care,S&P400
CARR,Carrier Global,25.4,0.09907,0.024,-0.407,46.713333,4.330655,91.102,Industrials,S&P500
PSKY,Paramount Skydance Corporation,25.3,-0.0076800003,0.022,-0.318,346.33334,0.9923591,130.167,Communication Services,S&P500
CRL,Charles River Laboratories,25.0,-0.0587,0.012,,,3.778706,102.551,Health Care,S&P500
VRSK,Verisk Analytics,25.0,,0.039,0.048,28.755726,84.34841,,Industrials,S&P500
MAA,Mid-America Apartment Communities,24.9,0.06711,0.008,-0.315,43.08788,2.9859931,99.825,Real Estate,S&P500
LYB,LyondellBasell,23.9,-0.060089998,-0.063,-0.295,,1.7154247,141.24,Materials,S&P500
TTWO,Take-Two Interactive,23.7,-0.105579995,0.061,,,13.465174,84.26,Communication Services,S&P500
DE,Deere & Company,23.7,0.18349001,-0.111,-0.085,35.21939,6.119259,376.022,Industrials,S&P500
CNH,CNH Industrial,23.5,0.0484,-0.001,-0.944,33.5,1.7102745,333.719,Industrials,S&P400
APO,Apollo Global Management,23.2,0.08492,-0.092,,74.59748,3.6856008,101.267,Financials,S&P500
GPC,Genuine Parts Company,23.1,0.01342,0.068,-0.021,301.29547,4.0766935,149.454,Consumer Discretionary,S&P500
MGM,MGM Resorts,22.8,0.13488,0.042,-0.059,64.520546,4.952161,951.186,Consumer Discretionary,S&P500
NRG,NRG Energy,21.7,0.062480003,0.195,-0.856,148.58694,6.8856087,479.237,Utilities,S&P500
CROX,Crocs,20.9,-0.061079998,-0.017,-0.042,,4.427481,120.881,Consumer Discretionary,S&P400
GIS,General Mills,19.1,-0.01028,0.022,-0.145,,3.6285493,217.629,Consumer Staples,S&P500
EL,Estée Lauder Companies (The),14.2,-0.05949,0.046,-0.455,,7.584489,232.908,Consumer Staples,S&P500
ECHO,EchoStar,10.6,-1.1228399,-0.052,,,5.2142196,515.06,Communication Services,S&P500
ARWR,Arrowhead Pharmaceuticals,4.7,-0.42374,-0.864,,,19.22848,231.049,Health Care,S&P400
GLPI,Gaming and Leisure Properties,,,,,,,,Real Estate,S&P400
GHC,Graham Holdings,,,,,,,,Consumer Discretionary,S&P400
GT,Goodyear Tire & Rubber,,,,,,,,Consumer Discretionary,S&P400
GTLS,Chart Industries,,,,,,,,Industrials,S&P400
GME,GameStop,,,,,,,,Consumer Discretionary,S&P400
GATX,GATX,,,,,,,,Industrials,S&P400
GXO,GXO Logistics,,,,,,,,Industrials,S&P400
GNTX,Gentex,,,,,,,,Consumer Discretionary,S&P400
H,Hyatt,,,,,,,,Consumer Discretionary,S&P400
GMED,Globus Medical,,,,,,,,Health Care,S&P400
GWRE,Guidewire Software,,,,,,,,Information Technology,S&P400
HAE,Haemonetics,,,,,,,,Health Care,S&P400
HALO,Halozyme,,,,,,,,Health Care,S&P400
HIMS,Hims & Hers Health,,,,,,,,Health Care,S&P400
HGV,Hilton Grand Vacations,,,,,,,,Consumer Discretionary,S&P400
GPK,Graphic Packaging,,,,,,,,Materials,S&P400
HL,Hecla Mining,,,,,,,,Materials,S&P400
HOMB,Home BancShares,,,,,,,,Financials,S&P400
HLI,Houlihan Lokey,,,,,,,,Financials,S&P400
HLNE,Hamilton Lane,,,,,,,,Financials,S&P400
HOG,Harley-Davidson,,,,,,,,Consumer Discretionary,S&P400
HWC,Hancock Whitney,,,,,,,,Financials,S&P400
HXL,Hexcel,,,,,,,,Industrials,S&P400
HQY,HealthEquity,,,,,,,,Health Care,S&P400
HRB,H&R Block,,,,,,,,Consumer Discretionary,S&P400
HR,Healthcare Realty Trust,,,,,,,,Real Estate,S&P400
ILMN,"Illumina, Inc.",,,,,,,,Health Care,S&P400
INGR,Ingredion,,,,,,,,Consumer Staples,S&P400
IBOC,Intl Bancshares Corp,,,,,,,,Financials,S&P400
IDA,Idacorp,,,,,,,,Utilities,S&P400
IDCC,InterDigital,,,,,,,,Information Technology,S&P400
JAZZ,Jazz Pharmaceuticals,,,,,,,,Health Care,S&P400
JEF,Jefferies,,,,,,,,Financials,S&P400
IRT,IRT Living,,,,,,,,Real Estate,S&P400
IPGP,IPG Photonics,,,,,,,,Information Technology,S&P400
ITT,ITT Inc.,,,,,,,,Industrials,S&P400
KBR,"KBR, Inc.",,,,,,,,Industrials,S&P400
KD,Kyndryl,,,,,,,,Information Technology,S&P400
JHG,Janus Henderson,,,,,,,,Financials,S&P400
JLL,Jones Lang LaSalle,,,,,,,,Real Estate,S&P400
KBH,KB Home,,,,,,,,Consumer Discretionary,S&P400
KNX,Knight-Swift,,,,,,,,Industrials,S&P400
KNF,Knife River Corporation,,,,,,,,Materials,S&P400
KRC,Kilroy Realty Corp,,,,,,,,Real Estate,S&P400
KEX,Kirby Corporation,,,,,,,,Industrials,S&P400
KNSL,Kinsale Capital Group,,,,,,,,Financials,S&P400
LAMR,Lamar Advertising Company,,,,,,,,Real Estate,S&P400
KRG,Kite Realty Group Trust,,,,,,,,Real Estate,S&P400
KTOS,Kratos Defense & Security Solutions,,,,,,,,Industrials,S&P400
LAD,Lithia Motors,,,,,,,,Consumer Discretionary,S&P400
LECO,Lincoln Electric,,,,,,,,Industrials,S&P400
LNTH,Lantheus Holdings,,,,,,,,Health Care,S&P400
LEA,Lear,,,,,,,,Consumer Discretionary,S&P400
LFUS,Littelfuse,,,,,,,,Information Technology,S&P400
LIVN,LivaNova,,,,,,,,Health Care,S&P400
LSTR,Landstar System,,,,,,,,Industrials,S&P400
M,Macy's,,,,,,,,Consumer Discretionary,S&P400
LOPE,Grand Canyon Education,,,,,,,,Consumer Discretionary,S&P400
LPX,Louisiana-Pacific,,,,,,,,Industrials,S&P400
LSCC,Lattice Semiconductor,,,,,,,,Information Technology,S&P400
MIDD,Middleby,,,,,,,,Industrials,S&P400
MANH,Manhattan Associates,,,,,,,,Information Technology,S&P400
MAT,Mattel,,,,,,,,Consumer Discretionary,S&P400
MEDP,Medpace,,,,,,,,Health Care,S&P400
MKSI,MKS Instruments,,,,,,,,Information Technology,S&P400
MORN,"Morningstar, Inc.",,,,,,,,Financials,S&P400
MLI,Mueller Industries,,,,,,,,Industrials,S&P400
MMS,Maximus Inc.,,,,,,,,Industrials,S&P400
MOG-A,Moog Inc.,,,,,,,,Industrials,S&P400
MTDR,Matador Resources,,,,,,,,Energy,S&P400
MTG,MGIC Investment Corporation,,,,,,,,Financials,S&P400
MP,MP Materials,,,,,,,,Materials,S&P400
MSA,MSA Safety,,,,,,,,Industrials,S&P400
MSM,MSC Industrial Direct,,,,,,,,Industrials,S&P400
MUR,Murphy Oil,,,,,,,,Energy,S&P400
MUSA,Murphy USA,,,,,,,,Consumer Discretionary,S&P400
MTN,Vail Resorts,,,,,,,,Consumer Discretionary,S&P400
MTSI,MACOM Technology Solutions,,,,,,,,Information Technology,S&P400
MTZ,MasTec,,,,,,,,Industrials,S&P400
NFG,National Fuel Gas,,,,,,,,Utilities,S&P400
NJR,New Jersey Resources,,,,,,,,Utilities,S&P400
MZTI,The Marzetti Company,,,,,,,,Consumer Staples,S&P400
NBIX,Neurocrine Biosciences,,,,,,,,Health Care,S&P400
NEU,NewMarket Corporation,,,,,,,,Materials,S&P400
NOVT,Novanta,,,,,,,,Information Technology,S&P400
NLY,Annaly Capital Management,,,,,,,,Financials,S&P400
NNN,NNN Reit,,,,,,,,Real Estate,S&P400
NOV,NOV Inc.,,,,,,,,Energy,S&P400
NSA,National Storage Affiliates Trust,,,,,,,,Real Estate,S&P400
NWE,NorthWestern Energy,,,,,,,,Utilities,S&P400
NTNX,Nutanix,,,,,,,,Information Technology,S&P400
NVT,nVent Electric plc,,,,,,,,Industrials,S&P400
NVST,Envista Holdings,,,,,,,,Health Care,S&P400
OC,Owens Corning,,,,,,,,Industrials,S&P400
OGE,OGE Energy,,,,,,,,Utilities,S&P400
NXST,Nexstar Media Group,,,,,,,,Communication Services,S&P400
NXT,Nextpower,,,,,,,,Industrials,S&P400
NYT,New York Times Company,,,,,,,,Communication Services,S&P400
OLED,Universal Display,,,,,,,,Information Technology,S&P400
OGS,One Gas,,,,,,,,Utilities,S&P400
OKTA,"Okta, Inc.",,,,,,,,Information Technology,S&P400
OHI,Omega Healthcare Investors,,,,,,,,Real Estate,S&P400
OLLI,Ollie's Bargain Outlet,,,,,,,,Consumer Discretionary,S&P400
OPCH,Option Care Health,,,,,,,,Health Care,S&P400
OLN,Olin Corporation,,,,,,,,Materials,S&P400
ONB,Old National Bank,,,,,,,,Financials,S&P400
ONTO,Onto Innovation,,,,,,,,Information Technology,S&P400
OVV,Ovintiv,,,,,,,,Energy,S&P400
OZK,Bank OZK,,,,,,,,Financials,S&P400
ORA,Ormat Technologies,,,,,,,,Utilities,S&P400
ORI,Old Republic International,,,,,,,,Financials,S&P400
OSK,Oshkosh,,,,,,,,Industrials,S&P400
PB,Prosperity Bancshares,,,,,,,,Financials,S&P400
PBF,PBF Energy,,,,,,,,Energy,S&P400
P,Everpure,,,,,,,,Information Technology,S&P400
PAG,Penske Automotive Group,,,,,,,,Consumer Discretionary,S&P400
PATH,UiPath,,,,,,,,Information Technology,S&P400
PCTY,Paylocity,,,,,,,,Industrials,S&P400
PFGC,Performance Food Group,,,,,,,,Consumer Staples,S&P400
PII,Polaris,,,,,,,,Consumer Discretionary,S&P400
PEGA,Pegasystems,,,,,,,,Information Technology,S&P400
PEN,"Penumbra, Inc.",,,,,,,,Health Care,S&P400
PINS,Pinterest,,,,,,,,Communication Services,S&P400
POR,Portland General Electric,,,,,,,,Utilities,S&P400
POST,Post Holdings,,,,,,,,Consumer Staples,S&P400
PNFP,Pinnacle Financial Partners,,,,,,,,Financials,S&P400
PK,Park Hotels & Resorts,,,,,,,,Real Estate,S&P400
PLNT,Planet Fitness,,,,,,,,Consumer Discretionary,S&P400
PPC,Pilgrim's Pride,,,,,,,,Consumer Staples,S&P400
PVH,PVH Corp.,,,,,,,,Consumer Discretionary,S&P400
PSN,Parsons Corporation,,,,,,,,Industrials,S&P400
PRI,Primerica,,,,,,,,Financials,S&P400
QLYS,Qualys,,,,,,,,Information Technology,S&P400
