ticker,name,score,roe,op_margin,net_margin,equity_ratio,per,pbr,price,sector33,market,scale
194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,70.6,0.1774673008323424,0.1560907827698008,0.1382584529874942,0.518,18.811259110329228,,1497.0,サービス業,グロース,-
3076.T,あい　ホールディングス,70.6,0.084319966422413,0.1346917337370429,0.1489657516259095,0.792,14.833434616871996,1.2507511494333188,2685.0,卸売業,プライム,TOPIX Small 1
4462.T,石原ケミカル,70.5,0.1200760333252446,0.1637953091684435,0.1266098081023454,0.824,15.59839874844706,1.8735492428429312,3390.0,化学,プライム,TOPIX Small 2
4776.T,サイボウズ,70.5,0.1245877402479244,0.2941635760296701,0.2138395471403474,0.649,53.45009495674193,,2533.0,情報･通信業,プライム,TOPIX Small 1
7235.T,東京ラヂエーター製造,70.4,0.0780872830376642,0.0666440562998134,0.0575999095585325,0.72,7.028159180823831,0.597421197770155,1510.0,輸送用機器,スタンダード,-
4240.T,クラスターテクノロジー,70.4,0.0712656784492588,0.1262509622786759,0.0962278675904542,0.867,14.337568058076226,1.0253415101074013,316.0,化学,スタンダード,-
9799.T,旭情報サービス,70.4,0.1047619047619047,0.0994077834179357,0.0771090161953106,0.799,11.071992230180893,1.146477598431136,912.0,情報･通信業,スタンダード,-
5599.T,Ｓ＆Ｊ,70.4,0.188459748720335,0.2383197599657094,0.173596228032576,0.712,15.24122807017544,2.8816502112000832,1112.0,情報･通信業,グロース,-
4360.T,マナック・ケミカル・パートナーズ,70.4,0.0691089284134147,0.0672245974711179,0.0710452105885563,0.738,8.658955923726165,0.6010197808556034,831.0,化学,スタンダード,-
5121.T,藤倉コンポジット,70.4,0.1032794529064345,0.1202346041055718,0.099085441622347,0.762,12.391544029528784,1.2601027580895183,2585.0,ゴム製品,プライム,TOPIX Small 2
4389.T,プロパティデータバンク,70.4,0.2165759225650332,0.2988443966675624,0.1924213920988981,0.714,16.373210465690306,3.115118499733884,995.0,情報･通信業,グロース,-
9083.T,神姫バス,70.4,0.0588410657723122,0.0755487585462396,0.0568189996401583,0.719,7.307751108393212,0.430769369414023,1912.0,陸運業,スタンダード,-
7374.T,コンフィデンス・インターワークス,70.4,0.1268230818008877,0.1287863590772316,0.0802407221664995,0.805,12.108007158975957,1.5530957110203918,1556.0,サービス業,グロース,-
4041.T,日本曹達,70.3,0.0886537211175483,0.0984279148667574,0.1201320262211439,0.666,10.919950080228205,0.9619336043324966,3675.0,化学,プライム,TOPIX Small 1
8836.T,ＲＩＳＥ,70.3,0.0294290759270158,0.1085450346420323,0.115473441108545,0.916,,,27.0,不動産業,スタンダード,-
5357.T,ヨータイ,70.3,0.0717211328976034,0.1215142808855839,0.0834544532702383,0.815,12.966133234090064,0.9323984370818392,1742.0,ガラス･土石製品,プライム,TOPIX Small 2
3020.T,アプライド,70.3,0.1630716134598792,0.0714642782753593,0.047240158300354,0.627,4.872353859166339,0.8017925650892852,4090.0,小売業,スタンダード,-
1438.T,岐阜造園,70.3,0.0757946210268948,0.1429837518463811,0.100738552437223,0.765,17.871409549172533,,1879.0,建設業,スタンダード,-
5282.T,ジオスター,70.3,0.0737261146496815,0.0710374939358236,0.0641763115947051,0.681,7.422992762161253,0.5378114367248381,441.0,ガラス･土石製品,スタンダード,-
4481.T,ベース,70.2,0.0691880019218889,0.262609649122807,0.1842105263157894,0.85,53.300953408886485,,2963.0,情報･通信業,プライム,TOPIX Small 2
4055.T,ティアンドエスグループ,70.2,0.0891276864728192,0.1885536823425022,0.1251109139307897,0.824,45.5487642838161,,1714.0,情報･通信業,グロース,-
6960.T,フクダ電子,70.2,0.0995254136740185,0.190469373000136,0.1345053938166173,0.838,16.783482828755798,1.6413006771259635,11470.0,電気機器,スタンダード,-
9107.T,川崎汽船,70.2,0.0721969958544789,0.0826462836471045,0.1305878840964527,0.769,12.087729303298168,0.8918459299777346,2543.5,海運業,プライム,TOPIX Mid400
4058.T,トヨクモ,70.2,0.096953578336557,0.4319654427645788,0.2886969042476602,0.681,58.16993464052288,,2136.0,情報･通信業,グロース,-
3482.T,ロードスターキャピタル,70.1,0.108157731201627,0.3348666557143639,0.2096818356059361,0.266,11.705685618729095,,2660.0,不動産業,プライム,TOPIX Small 2
332A.T,ミーク,70.1,0.144240236297998,0.1812587412587412,0.1229370629370629,0.731,13.960151061336113,2.0830904356612647,1072.0,情報･通信業,グロース,-
4559.T,ゼリア新薬工業,70.1,0.0778424367426614,0.1387857647573436,0.094819367646564,0.603,10.67778936392075,0.832818243924656,2048.0,医薬品,プライム,TOPIX Small 1
5388.T,クニミネ工業,70.1,0.0579008771550792,0.0938213762811127,0.0784773060029282,0.83,11.789282470481382,0.7097977240538309,1298.0,ガラス･土石製品,スタンダード,-
5186.T,ニッタ,70.1,0.0816845283018867,0.0638325674586754,0.1473201646449027,0.856,12.335107142128978,1.0068582859444248,6050.0,ゴム製品,プライム,TOPIX Small 2
3659.T,ネクソン,70.0,0.05356300450781,0.3820631396402906,0.3759015725790559,0.766,31.646619659892163,,2289.0,情報･通信業,プライム,TOPIX Mid400
9505.T,北陸電力,70.0,0.1206861022417311,0.111192902694291,0.0692465342405842,0.244,3.398021017105162,0.41211219126471,886.0,電気･ガス業,プライム,TOPIX Mid400
9534.T,北海道瓦斯,70.0,0.1155851970715073,0.0941845873515204,0.066038654816954,0.491,5.780125555045169,0.6847886225318132,755.0,電気･ガス業,プライム,TOPIX Small 2
299A.T,クラシル,70.0,0.1857919371885852,0.2036939003588024,0.1447561908123051,0.783,16.686551900460202,3.1513551792956926,979.0,サービス業,グロース,-
3441.T,山王,70.0,0.1772489984217554,0.1431674208144796,0.1321266968325792,0.572,10.089055889227492,1.7559217301750771,3410.0,金属製品,スタンダード,-
4732.T,ユー・エス・エス,70.0,0.1960505484296047,0.52564688109333,0.3632722609657983,0.767,21.7053390403244,4.320627802690583,1927.0,サービス業,プライム,TOPIX Mid400
3733.T,ソフトウェア・サービス,70.0,0.0681255569858401,0.1717761157228569,0.1130927919783019,0.797,21.999061473486627,,11720.0,情報･通信業,スタンダード,-
9651.T,日本プロセス,70.0,0.0756013745704467,0.1281390134529147,0.0961883408071749,0.839,20.31602708803612,,1800.0,情報･通信業,スタンダード,-
2815.T,アリアケジャパン,69.9,0.070189760220855,0.1759636781815194,0.1412548351927356,0.883,17.275053879310345,1.2254784860443562,5130.0,食料品,プライム,TOPIX Small 1
2335.T,キューブシステム,69.9,0.137144861452122,0.0842253216563952,0.0845496810465996,0.765,10.109316049143851,1.3906262475713942,1045.0,情報･通信業,プライム,TOPIX Small 2
9450.T,ファイバーゲート,69.9,0.1440555394851027,0.1434224495705048,0.0961297172087636,0.532,15.223097112860891,,754.0,情報･通信業,スタンダード,TOPIX Small 2
5941.T,中西製作所,69.9,0.0983314794215795,0.0743513460788138,0.0538919235271166,0.663,7.018527342545618,0.6923017373898234,2504.0,金属製品,スタンダード,-
7164.T,全国保証,69.9,0.1326790347055656,0.7045063756618261,0.5537377211052282,0.489,12.646696758309398,1.6703339583988206,3082.0,その他金融業,プライム,TOPIX Mid400
9795.T,ステップ,69.9,0.0611685830659986,0.2848252752513164,0.2030876017233125,0.906,20.50667894979272,1.243533736299342,2226.0,サービス業,プライム,TOPIX Small 2
8818.T,京阪神ビルディング,69.9,0.0574345491848593,0.278745988644779,0.2308072080967662,0.438,11.655998348131323,0.6617819460726846,1129.0,不動産業,プライム,TOPIX Small 2
1723.T,日本電技,69.9,0.1801651834304372,0.2549222574453861,0.1820534385715209,0.767,18.182504339950185,3.276614844738238,2409.0,建設業,スタンダード,-
8622.T,水戸証券,69.9,0.0723502735050727,0.1957197959437601,0.1925469702625357,0.585,13.10196919477481,0.9462123345536468,672.0,証券･商品先物取引業,プライム,TOPIX Small 2
9257.T,,69.8,0.2093951274152898,0.0041031652989449,0.2191529894490035,0.659,4.948438311447437,1.0495177253630827,667.0,,,
7979.T,松風,69.8,0.1003717472118959,0.130669600440066,0.1221933289993499,0.841,15.235114281554813,1.534524979104653,2093.0,精密機器,プライム,TOPIX Small 2
1401.T,エムビーエス,69.8,0.1016358272995441,0.1528550512445095,0.1109809663250366,0.702,23.869300350747647,,1293.0,建設業,グロース,-
7483.T,ドウシシャ,69.7,0.0895183842568617,0.0990019330805671,0.0717065036131184,0.857,11.785450668416305,1.0875035474411126,2874.0,卸売業,プライム,TOPIX Small 2
369A.T,エータイ,69.7,0.0712945590994371,0.2336561743341404,0.1380145278450363,0.829,41.50943396226415,,2244.0,サービス業,グロース,-
6988.T,日東電工,69.6,0.1161758345422473,0.1785841071183684,0.1298402697605748,0.796,16.33874239350913,1.890656448593744,3222.0,化学,プライム,TOPIX Mid400
7279.T,ハイレックスコーポレーション,69.6,0.149671518742754,0.0106452677337439,0.1666945630705811,0.58,2.238647691361429,,2111.0,輸送用機器,スタンダード,-
173A.T,ハンモック,69.6,0.2132627646326276,0.1705870321129065,0.140110452035181,0.452,8.408518995887805,1.7971691306686255,1370.0,情報･通信業,グロース,-
4490.T,ビザスク,69.6,0.4914506343077772,0.1344495688790856,0.0893322638861038,0.215,8.808290155440416,,595.0,情報･通信業,グロース,-
4925.T,ハーバー研究所,69.6,0.0796979865771812,0.0598797463141421,0.0625978090766823,0.762,8.509474312428507,0.6784782419046561,1711.0,化学,スタンダード,-
4403.T,日油,69.6,0.1367783718145481,0.1837870735404141,0.1571906484162702,0.74,15.966315073154131,2.1585795005865083,2815.5,化学,プライム,TOPIX Mid400
1828.T,田辺工業,69.5,0.1233209488425264,0.0910705419547034,0.0659206355268685,0.593,7.4631402948776415,0.9211108859923608,2455.0,建設業,スタンダード,-
7887.T,南海プライウッド,69.5,0.0683633106948279,0.0719728171334431,0.0628775398132894,0.56,3.949664252101729,0.2736213622461126,1494.0,その他製品,スタンダード,-
7490.T,日新商事,69.5,0.1370750336977684,-0.0046924540266328,0.09285986049461,0.612,3.988183161004432,0.5563002851452308,2187.0,卸売業,スタンダード,-
6371.T,椿本チエイン,69.5,0.0977831904283857,0.0729287071022516,0.10040624852135,0.645,8.94185260311021,0.9284871802072512,2645.0,機械,プライム,TOPIX Small 1
6458.T,新晃工業,69.5,0.1021137822190973,0.1591533392878208,0.1150339574310318,0.679,12.67195501556381,1.337828096510198,1262.0,機械,プライム,TOPIX Small 1
9343.T,アイビス,69.5,0.0933512424445936,0.2554794520547945,0.1904109589041095,0.707,50.430178689609534,,762.0,サービス業,グロース,-
9034.T,南総通運,69.4,0.0590006545930613,0.1223178567099042,0.0819493271911746,0.665,11.225130890052355,0.6631939718637483,1608.0,陸運業,スタンダード,-
197A.T,タウンズ,69.4,0.149803777287221,0.3290818718934634,0.2291100065647566,0.393,19.90582191780822,,465.0,医薬品,スタンダード,-
6436.T,アマノ,69.3,0.1447145361032095,0.127791598429168,0.1141629879807556,0.718,12.86233149402808,1.840138297659732,3683.0,機械,プライム,TOPIX Mid400
4465.T,ニイタカ,69.3,0.0815647369082004,0.0937362395420519,0.0714993394980185,0.68,9.776421838714084,,2147.0,化学,スタンダード,-
2767.T,円谷フィールズホールディングス,69.3,0.197168628280478,0.1002342915551676,0.0749388430131731,0.589,6.571292322365284,1.409603306123284,1378.0,卸売業,プライム,TOPIX Small 1
3443.T,川田テクノロジーズ,69.3,0.0882524369410109,0.0747489676157357,0.0763486198652466,0.607,7.986669047193954,0.7095198316608685,1342.0,金属製品,プライム,TOPIX Small 2
9552.T,クオンツ総研ホールディングス,69.3,0.2816380839739799,0.2936091686091686,0.18502331002331,0.409,25.588652482269502,,902.0,サービス業,プライム,TOPIX Small 1
5025.T,マーキュリー,69.3,0.14568345323741,0.0462211118051218,0.1011867582760774,0.783,8.57780612244898,1.3492501379344937,538.0,情報･通信業,グロース,-
2148.T,アイティメディア,69.2,0.1374653739612188,0.212369149320178,0.1433040548670436,0.822,19.0577111183567,2.627556754326815,1169.0,サービス業,プライム,TOPIX Small 2
4519.T,中外製薬,69.2,0.0605006513027365,0.4934467143438789,0.3587228474546771,0.842,108.9690574647084,,7642.0,医薬品,プライム,TOPIX Large70
9697.T,カプコン,69.2,0.2038989077978156,0.3854068026514473,0.2794103345020858,0.788,24.9272030651341,5.09052783124423,3253.0,情報･通信業,プライム,TOPIX Mid400
9537.T,北陸瓦斯,69.2,0.0558649403580275,0.0589422062201253,0.0493512943075299,0.749,6.198528765276516,0.3684742812791545,4230.0,電気･ガス業,スタンダード,-
3371.T,ソフトクリエイトホールディングス,69.2,0.1429060648607924,0.1805414207205373,0.1213398854351429,0.597,11.038650233337323,1.860760642643188,1845.0,情報･通信業,プライム,TOPIX Small 2
3991.T,ウォンテッドリー,69.2,0.0679535158558203,0.2409948542024013,0.1479416809605488,0.713,24.766097963676387,,900.0,情報･通信業,グロース,-
2804.T,ブルドックソース,69.2,0.096591583864455,0.0417347494553376,0.1661220043572985,0.677,9.210872193890962,0.8745264229772833,1752.0,食料品,プライム,TOPIX Small 2
6360.T,東京自働機械製作所,69.2,0.079519732309812,0.069026000825423,0.0833677259595542,0.583,7.768962344403743,0.6180418500651188,4475.0,機械,スタンダード,-
331A.T,メディックス,69.1,0.1223687903452147,0.1548402255639097,0.1024436090225563,0.444,8.707264957264957,1.091055132867757,489.0,サービス業,スタンダード,-
8877.T,エスリード,69.1,0.1369851255073636,0.158244953814574,0.0955439616832021,0.304,6.905505068640721,0.946005774419247,5000.0,不動産業,プライム,TOPIX Small 2
3962.T,チェンジホールディングス,69.1,0.1266314963217173,0.2124860393359456,0.1313154258239158,0.443,9.166583090963796,1.3601595285573975,914.0,情報･通信業,プライム,TOPIX Small 1
6855.T,日本電子材料,69.0,0.1214626320246,0.2468500987536607,0.185622829122114,0.767,18.193342410441804,2.529431155411514,7750.0,電気機器,スタンダード,TOPIX Small 2
3798.T,ＵＬＳグループ,69.0,0.1613082922170937,0.1834939759036144,0.1221084337349397,0.747,15.22099447513812,2.656061701614847,551.0,情報･通信業,スタンダード,-
4120.T,スガイ化学工業,69.0,0.0551105797967722,0.076026119402985,0.0716728855721393,0.686,9.06515580736544,0.4997298335587323,3200.0,化学,スタンダード,-
429A.T,テクセンドフォトマスク,69.0,0.142957016050932,0.2124621843551274,0.1925279372723344,0.756,18.28661151960784,2.717917193174186,4775.0,その他製品,プライム,TOPIX Small 2
2391.T,プラネット,69.0,0.0572073767406849,0.1796509152830991,0.129416773094934,0.838,26.154847104749518,,1206.0,サービス業,スタンダード,-
4570.T,免疫生物研究所,68.9,0.1785132935431362,0.2798804780876494,0.3276892430278884,0.855,28.559298046985568,5.097761834992169,1009.0,医薬品,グロース,-
4528.T,小野薬品工業,68.9,0.0814423277841528,0.1788264490049148,0.1352637242261795,0.769,16.29065930365681,1.336139281058748,2419.0,医薬品,プライム,TOPIX Mid400
8704.T,トレイダーズホールディングス,68.9,0.2135023644229801,0.4661068240278408,0.3210773188076865,0.119,7.975614354848846,1.6962746120222962,1269.0,証券･商品先物取引業,スタンダード,-
2480.T,システム・ロケーション,68.8,0.0734421364985163,0.3485285631852279,0.1713791113675707,0.825,20.20429979807578,1.483788239604323,1701.0,情報･通信業,スタンダード,-
6907.T,ジオマテック,68.8,0.0635268346111719,0.0567576564580559,0.1061917443408788,0.61,8.234274393263991,0.5237498917058494,665.0,電気機器,スタンダード,-
3309.T,,68.8,0.0415420955533716,0.6051901565995526,0.5390156599552572,0.494,,,,,,
3901.T,マークラインズ,68.8,0.0634794997625455,0.3696392103471749,0.2729748127978216,0.736,41.62694629806165,,1310.0,情報･通信業,プライム,TOPIX Small 2
9503.T,関西電力,68.8,0.1085009352667508,0.1078617318084581,0.0936862002475941,0.351,6.670281995661606,0.7336938122092067,2275.5,電気･ガス業,プライム,TOPIX Mid400
9759.T,ＮＳＤ,68.8,0.173919437425634,0.161892151120844,0.1104207515299669,0.757,15.115256026746437,2.652790216484976,2577.0,情報･通信業,プライム,TOPIX Mid400
6246.T,テクノスマート,68.7,0.0862301396244583,0.1432704827120605,0.0863673626850557,0.681,12.39923224568138,1.0697607666066835,1938.0,機械,スタンダード,-
8614.T,東洋証券,68.7,0.1284963608472861,0.2077195050088391,0.2899970536240424,0.425,10.98844229774021,1.4120098419524303,637.0,証券･商品先物取引業,プライム,TOPIX Small 2
6191.T,エアトリ,68.7,0.0944312376713368,0.1412142736343649,0.105248322904335,0.419,9.766992635518532,,809.0,サービス業,プライム,TOPIX Small 2
7988.T,ニフコ,68.6,0.1137593425264795,0.1363334751169715,0.0966368921026513,0.753,13.960823373173971,1.5850976942891248,5046.0,化学,プライム,TOPIX Mid400
6824.T,新コスモス電機,68.6,0.0906637884511602,0.1467529097043381,0.1039707731927891,0.727,13.627377141781208,1.3199017938354431,5790.0,電気機器,スタンダード,-
5951.T,ダイニチ工業,68.6,0.0507554296506137,0.0902708623780123,0.0749352718581955,0.866,13.350532086423732,0.6779031941139227,1242.0,金属製品,スタンダード,-
8613.T,丸三証券,68.6,0.0973874504315372,0.2474108170310702,0.2306098964326812,0.58,14.274385408406028,1.3959620505131454,1080.0,証券･商品先物取引業,プライム,TOPIX Small 1
6658.T,シライ電子工業,68.6,0.1178323881537492,0.0697163266707878,0.0449550106463356,0.571,5.201783468617812,0.6224009630116,455.0,電気機器,スタンダード,-
7191.T,イントラスト,68.5,0.2143822987092808,0.2251892860050476,0.1419848571195962,0.631,13.904566444330428,2.991252518005464,1084.0,その他金融業,スタンダード,-
9068.T,丸全昭和運輸,68.5,0.0878602547497177,0.1040490434244261,0.0853616683377859,0.694,11.459117371468947,1.0125111634106154,7460.0,陸運業,プライム,TOPIX Small 1
6055.T,ジャパンマテリアル,68.5,0.1675498679152759,0.2525182834276252,0.1826962881192217,0.831,24.255360434656065,4.101453555139942,2500.0,サービス業,プライム,TOPIX Small 1
2307.T,クロスキャット,68.5,0.2270132211538461,0.1163220515190019,0.0872704170035809,0.614,9.054680259499536,2.0543768530395106,977.0,情報･通信業,プライム,TOPIX Small 2
7317.T,松屋アールアンドディ,68.4,0.1900846729660081,0.2179920171937365,0.158530344898168,0.652,15.186206896551724,2.894169602018821,1101.0,輸送用機器,グロース,-
9514.T,エフオン,68.4,0.1064774592142098,0.0552561566273279,0.1504877549628214,0.447,3.11601150527325,,325.0,電気･ガス業,スタンダード,TOPIX Small 2
5356.T,美濃窯業,68.4,0.0792594001648595,0.0990466757459452,0.0773802154265197,0.708,11.197703035274817,0.8881919275391553,1365.0,ガラス･土石製品,スタンダード,-
7417.T,南陽,68.4,0.0856976575003637,0.0763004210240391,0.0639956539454026,0.652,8.631578947368421,0.7305187574054112,1640.0,卸売業,スタンダード,-
1379.T,ホクト,68.4,0.1079107879982749,0.0818366990630274,0.0815457137868823,0.571,8.430128663330951,0.9110704474239448,1887.0,水産・農林業,プライム,TOPIX Small 2
7500.T,西川計測,68.4,0.1135306466883464,0.1095471751016402,0.0773307163886162,0.574,12.115701260721044,,9860.0,卸売業,スタンダード,-
9361.T,伏木海陸運送,68.4,0.0546106269328085,0.0952962163177166,0.0729508966294244,0.527,6.711521167105219,0.4049282684141884,2015.0,倉庫･運輸関連業,スタンダード,-
548A.T,システムエグゼ,68.4,0.1039340319532726,0.0647006687615824,0.0487470792039319,0.708,7.635841378760073,0.7944150216658642,957.0,情報･通信業,スタンダード,-
9621.T,建設技術研究所,68.4,0.0652934545507781,0.2054914469775151,0.1394752478343809,0.634,17.718491260349584,,2889.0,サービス業,プライム,TOPIX Small 1
2813.T,和弘食品,68.3,0.1117681271810779,0.090295796574987,0.0664821541832439,0.625,8.69621649685249,0.972292093959212,4020.0,食料品,スタンダード,-
3513.T,イチカワ,68.3,0.0487328624844204,0.1061456290987762,0.0793049827597863,0.75,13.070471626184512,0.6294146443807259,3600.0,繊維製品,スタンダード,-
6231.T,木村工機,68.3,0.2330276533731428,0.2560540118290369,0.1829036937841758,0.572,13.414289748658572,3.095773454557305,12350.0,機械,スタンダード,-
5139.T,オープンワーク,68.3,0.0484781710508194,0.3662790697674418,0.2558139534883721,0.841,54.979375368297,,933.0,情報･通信業,グロース,-
1847.T,イチケン,68.2,0.1601159391319557,0.0850757233273056,0.0603526220614828,0.537,6.060262800181242,0.9708420739364289,2675.0,建設業,スタンダード,-
7082.T,ジモティー,68.2,0.0802197802197802,0.3357664233576642,0.2664233576642336,0.721,93.54194407456724,,1405.0,サービス業,グロース,-
6941.T,山一電機,68.2,0.1942576970838864,0.219287259478538,0.1721697218110744,0.736,19.13661757237176,3.735160469155188,9420.0,電気機器,プライム,TOPIX Small 1
9769.T,学究社,68.2,0.226082701247859,0.2222052184558879,0.1414033208355651,0.65,14.70985948615439,3.3275701556057986,2502.0,サービス業,プライム,TOPIX Small 2
7320.T,Ｓｏｌｖｖｙ,68.1,0.2169716468932234,0.2037779049799656,0.2058767410799465,0.15,15.384615384615383,,1456.0,その他金融業,グロース,-
7804.T,ビーアンドピー,68.1,0.0594315245478036,0.1493997332147621,0.1022676745220097,0.834,22.660892335582638,,2250.0,その他製品,スタンダード,-
3912.T,モバイルファクトリー,68.1,0.0625,0.2790387182910547,0.1882510013351135,0.783,51.37963843958135,,1080.0,情報･通信業,スタンダード,-
255A.T,ジーエルテクノホールディングス,68.1,0.1082096334444107,0.1506918985356757,0.113543410540592,0.754,15.691625447723007,1.69413497836295,6440.0,精密機器,スタンダード,-
4743.T,アイティフォー,68.1,0.1303792679466565,0.1670057573265226,0.119345482879529,0.736,15.73798791598734,2.102552275522755,1641.0,情報･通信業,プライム,TOPIX Small 2
3771.T,システムリサーチ,68.1,0.1935483870967742,0.1193136884090362,0.0897431489186122,0.691,11.505492412216649,2.23221435170927,1812.0,情報･通信業,プライム,TOPIX Small 2
8609.T,岡三証券グループ,68.0,0.0924787420120187,0.195930749516188,0.2234426486740938,0.165,9.342203898050975,0.8642735161281934,997.0,証券･商品先物取引業,プライム,TOPIX Small 1
3045.T,カワサキ,68.0,0.0309313392250169,0.2340604026845637,0.1526845637583892,0.737,17.238150965476887,,1473.0,卸売業,スタンダード,-
9063.T,岡山県貨物運送,68.0,0.1011833879130693,0.0323915781896706,0.0698989691251703,0.523,2.9441140080199157,0.2981368334849176,3950.0,陸運業,スタンダード,-
4687.T,ＴＤＣソフト,68.0,0.1655572623314558,0.1066812795963522,0.0802332554436609,0.744,11.55766654487882,1.9157397500857944,949.0,情報･通信業,プライム,TOPIX Small 2
250A.T,シマダヤ,68.0,0.1406131513378832,0.0917659092569591,0.0632230096685419,0.71,9.687408705813612,1.2846638411293885,1658.0,食料品,スタンダード,TOPIX Small 2
456A.T,ＨＵＭＡＮ　ＭＡＤＥ,68.0,0.0686607213321758,0.2868108862526169,0.2023726448011165,0.825,167.05263157894737,,1587.0,小売業,グロース,-
3921.T,ネオジャパン,68.0,0.0643074078964743,0.3288396726047183,0.2344727973038035,0.73,46.003450258769405,,1600.0,情報･通信業,プライム,TOPIX Small 2
5979.T,,67.9,0.0400230902443717,0.1111907321151319,0.0745252597635256,0.88,,,,,,
3844.T,コムチュア,67.9,0.1626467237878262,0.1222808260515888,0.0861738696895746,0.746,12.96116504854369,2.1087049234705963,1335.0,情報･通信業,プライム,TOPIX Small 1
4440.T,ヴィッツ,67.9,0.0819348469891411,0.1298701298701298,0.0951107715813598,0.692,18.12230560434297,,1135.0,情報･通信業,スタンダード,-
3280.T,エストラスト,67.9,0.1312384473197781,0.0938914534128086,0.0636400304755075,0.287,4.2248722316865415,0.5555742240442667,992.0,不動産業,スタンダード,-
5962.T,浅香工業,67.8,0.0891692040017398,0.0372143113557496,0.0490606677037214,0.656,4.800374663388362,0.4281868064157004,2050.0,その他製品,スタンダード,-
6226.T,守谷輸送機工業,67.8,0.278016662187584,0.2573657213107804,0.175420746958328,0.714,19.74972333361709,5.499063736993056,2320.0,機械,スタンダード,-
446A.T,ノースサンド,67.8,0.0751419097397853,0.2042682926829268,0.1509710930442638,0.8,68.33419288292934,,1325.0,サービス業,グロース,-
5966.T,京都機械工具,67.8,0.0397083300309106,0.0903527717782577,0.0601151907847372,0.799,11.951078582434514,0.4753068333496109,2482.0,金属製品,スタンダード,-
6328.T,荏原実業,67.8,0.0809947068810546,0.2349129202106115,0.1642365330093155,0.596,24.11701399080325,,2465.0,機械,プライム,TOPIX Small 2
1514.T,住石ホールディングス,67.8,0.0904974271012006,0.0308688309251266,0.2475136048039031,0.906,12.37814554522784,1.120505664094566,546.0,鉱業,スタンダード,TOPIX Small 2
3569.T,セーレン,67.8,0.0964168938171793,0.1212819841061915,0.0908159403836637,0.718,13.014163025463311,1.263438894170994,3455.0,繊維製品,プライム,TOPIX Small 1
9271.T,和心,67.8,0.0947666195190947,0.2110481586402266,0.1898016997167138,0.658,46.14264919941776,,951.0,小売業,グロース,-
9820.T,エムティジェネックス,67.7,0.0713636363636363,0.0982180738226559,0.0666100975816716,0.779,12.083817597593493,0.8646794937650127,3535.0,不動産業,スタンダード,-
9663.T,ナガワ,67.7,0.0640623871759693,0.1237812632471386,0.1253638547407093,0.873,17.669212628911335,1.123653350702955,5020.0,サービス業,プライム,TOPIX Small 2
4792.T,山田コンサルティンググループ,67.7,0.1210284280936454,0.1400172213694732,0.1083823144023061,0.597,10.982620762571862,1.606278208932144,1662.0,サービス業,プライム,TOPIX Small 2
3489.T,フェイスネットワーク,67.7,0.289497053362396,0.1711021995382185,0.108943978612225,0.358,6.347632035705431,1.8377602297200288,768.0,不動産業,スタンダード,-
9955.T,ヨンキュウ,67.7,0.0927905836194212,0.0392021142713314,0.0793690745867942,0.737,8.786868261728236,0.8156763742373696,2714.0,卸売業,スタンダード,-
9435.T,光通信,67.7,0.1240208598529955,0.1587716779329088,0.2055196647754259,0.415,10.467658104949829,1.3309348662430789,36010.0,情報･通信業,プライム,TOPIX Mid400
7974.T,任天堂,67.7,0.1434958276653198,0.1556891741686629,0.1833318850297723,0.776,19.565992702532167,2.783317267728428,7132.0,その他製品,プライム,TOPIX Core30
2981.T,ランディックス,67.7,0.1874366767983789,0.1275501530091805,0.0786297177830669,0.391,6.24176093687728,1.1746583048226762,2036.0,不動産業,グロース,-
6517.T,デンヨー,67.7,0.0660940081797194,0.1073722385249986,0.0780687669564254,0.783,13.34490615167625,0.910173969024486,3690.0,電気機器,プライム,TOPIX Small 2
3433.T,トーカロ,67.7,0.1384587858017809,0.2411010429133185,0.1719952128568986,0.748,19.53425143329984,2.9441108874200506,3305.0,金属製品,プライム,TOPIX Small 1
3361.T,トーエル,67.6,0.0734061930783242,0.0733015274233514,0.0596175894078923,0.768,10.296684118673648,0.7548682605617584,885.0,小売業,スタンダード,-
6532.T,ベイカレント,67.6,0.323313795519404,0.3433581425451015,0.255103416659925,0.743,26.773960507304544,8.655430565827203,6671.0,サービス業,プライム,TOPIX Mid400
6814.T,古野電気,67.6,0.1864167000846589,0.1155345053194515,0.1190120612163622,0.632,11.614072857061924,2.17575116482288,6150.0,電気機器,プライム,TOPIX Small 1
2924.T,イフジ産業,67.6,0.158716323296355,0.0856563919931229,0.0614945351835932,0.667,8.316388775925173,1.3205134827978096,2045.0,食料品,スタンダード,-
2317.T,システナ,67.6,0.2812461152134457,0.1627860169491525,0.1198305084745762,0.649,13.048973143759872,3.72676412199964,413.0,情報･通信業,プライム,TOPIX Small 1
4299.T,ハイマックス,67.6,0.1046404988994864,0.0857487922705314,0.062637241985068,0.806,11.633858267716535,1.129813896137413,1182.0,情報･通信業,スタンダード,TOPIX Small 2
8985.T,,67.6,0.0926090190164918,0.6815029409182688,0.5957554209463611,0.508,14.892018779342724,1.3789625610795206,79300.0,,,
6332.T,月島ホールディングス,67.6,0.1439565491291097,0.0660740899875129,0.1135249808665762,0.484,6.392207225762679,1.062839691703968,2638.0,機械,プライム,TOPIX Small 1
