ticker,name,score,roe,op_margin,net_margin,equity_ratio,per,pbr,price,sector33,market,scale
3763.T,プロシップ,94.3,0.1950363939314215,0.3492954382612849,0.2655839503224265,0.801,,,,情報･通信業,プライム,TOPIX Small 2
6176.T,ブランジスタ,92.7,0.2514361467079098,0.2293689320388349,0.6905339805825242,0.749,7.498559552226521,,911.0,サービス業,スタンダード,-
9242.T,メディア総研,91.8,0.1637393767705382,0.2580204778156996,0.1972696245733788,0.824,8.475298126064736,,1990.0,サービス業,グロース,-
3560.T,ほぼ日,91.1,0.2025443588885169,0.2452937013446567,0.1712668082094833,0.791,8.610439918689831,,4490.0,小売業,スタンダード,-
6036.T,ＫｅｅＰｅｒ技研,90.6,0.3180776124379976,0.2344272174437079,0.4180682627513285,0.749,9.99856958947218,,2796.0,サービス業,プライム,TOPIX Small 1
8136.T,サンリオ,90.5,0.3501163677863192,0.4011530851984666,0.2813569102675075,0.664,,,,卸売業,プライム,TOPIX Mid400
6276.T,シリウスビジョン,90.5,0.1759036144578313,0.1496478873239436,0.6426056338028169,0.722,3.9005736137667295,,306.0,電気機器,スタンダード,-
9236.T,ジャパンＭ＆Ａソリューション,88.5,0.1827338129496402,0.2699619771863117,0.2414448669201521,0.799,11.928313743744908,,1025.0,サービス業,グロース,-
2763.T,エフティグループ,88.1,0.1830985915492957,0.2829411950980082,0.2045979923366794,0.778,4.922935357717966,0.9014625598166744,1070.0,卸売業,スタンダード,-
7463.T,アドヴァングループ,88.1,0.1337790977418659,0.1310166705799483,0.4732918525475463,0.715,3.8567727137578047,0.5059003131233216,908.0,小売業,スタンダード,TOPIX Small 2
9253.T,スローガン,87.4,0.1134751773049645,0.4717557251908397,0.3175572519083969,0.699,8.553580009610764,,712.0,サービス業,グロース,-
5869.T,早稲田学習研究会,87.2,0.1331196657194487,0.1983251517406843,0.1362806655080568,,,,1188.0,サービス業,スタンダード,-
378A.T,ヒット,86.7,0.1423710601719197,0.3075345976422347,0.2037416709379805,0.698,9.58533391532082,,1098.0,サービス業,グロース,-
2303.T,ドーン,86.7,0.1039861351819757,0.3779816513761468,0.2752293577981651,0.929,13.152569809793606,,1300.0,情報･通信業,スタンダード,-
6417.T,ＳＡＮＫＹＯ,86.1,0.1868921268813335,0.3486616334934797,0.26087684349733,0.865,7.045903799692511,1.27398652941924,1604.0,機械,プライム,TOPIX Mid400
4365.T,松本油脂製薬,86.1,0.088060306573022,0.1986900094962136,0.1956950497942487,0.842,7.283804903754877,0.6561014180634019,20180.0,化学,スタンダード,-
1384.T,ホクリヨウ,85.9,0.2204589565018837,0.2148699528281473,0.1671355000649154,0.749,4.469506186357166,0.9854952101359704,2041.0,水産・農林業,スタンダード,-
6430.T,ダイコク電機,85.9,0.1158492389466054,0.1780186613173344,0.1058946942230892,0.838,5.808897876643074,0.6736355801532535,2298.0,機械,プライム,TOPIX Small 2
6037.T,楽待,85.8,0.2033333333333333,0.5461966604823748,0.4074211502782931,0.897,21.305595408895265,,1188.0,サービス業,スタンダード,-
6419.T,マースグループホールディングス,85.7,0.0774497568030979,0.2724512871348471,0.2056937517425111,0.91,8.599133140697932,0.6659823939646287,3095.0,機械,プライム,TOPIX Small 1
7488.T,,85.4,0.1140558787617611,0.1943140323422013,0.1380629455746826,0.77,,,,,,
3640.T,電算,85.3,0.2754675196850393,0.2249615893093222,0.1600028584700039,0.633,2.9757332292309435,0.8072285040822601,2363.0,情報･通信業,スタンダード,-
9273.T,コーア商事ホールディングス,85.0,0.1000852626746245,0.2498090978509872,0.1664666739391294,0.802,10.69408030909342,,775.0,卸売業,プライム,TOPIX Small 2
6307.T,サンセイ,85.0,0.144304747607431,0.1482479784366576,0.1090934884380763,0.717,4.264349232012934,0.6153487219119556,422.0,機械,スタンダード,-
8789.T,フィンテック　グローバル,84.7,0.2191254204709274,0.3186868056422419,0.3984521283235551,0.506,7.706201083684528,,128.0,その他金融業,スタンダード,-
5445.T,東京鐵鋼,84.7,0.1273337958874732,0.1660049627791563,0.111317893575958,0.788,5.896891536487215,0.7425169769464637,1861.0,鉄鋼,プライム,TOPIX Small 1
2481.T,タウンニュース社,84.6,0.0776996574725076,0.1928934010152284,0.136738578680203,0.876,8.149948822927328,,637.0,サービス業,スタンダード,-
3984.T,ユーザーローカル,84.3,0.1456995473207706,0.480172852058973,0.3518047788510422,0.884,20.69721805379199,,1793.0,情報･通信業,プライム,TOPIX Small 2
212A.T,フィットイージー,83.9,0.1680608365019011,0.2396718866517524,0.1648023862788963,0.611,,,,サービス業,プライム,TOPIX Small 2
441A.T,ＮＥ,83.8,0.2192257503262288,0.3591445427728613,0.247787610619469,0.893,7.92781179503706,1.7690205666618726,246.0,情報･通信業,グロース,TOPIX Small 2
291A.T,リスキル,83.8,0.3191715347849176,0.3623890234059725,0.2425343018563357,0.82,6.001300167653198,1.8958063121487243,1754.0,サービス業,グロース,-
6565.T,,83.7,0.2013581907873662,0.3979500528756203,0.2556739607906939,0.532,,,,,,
5075.T,,83.6,0.0565939771547248,0.4059405940594059,0.2698019801980198,0.836,,,,,,
505A.T,ギークリー,83.4,0.3010752688172043,0.2190736478711162,0.1530494821634062,0.658,12.049335863377609,,1143.0,サービス業,スタンダード,-
3932.T,アカツキ,82.9,0.1245592383638928,0.2879022277227723,0.2185952970297029,0.723,7.870500293389799,0.9871715694587996,3085.0,情報･通信業,プライム,TOPIX Small 2
4498.T,サイバートラスト,82.8,0.1328943832303144,0.1972488038277512,0.1183014354066985,0.695,,,,情報･通信業,グロース,-
6161.T,エスティック,82.8,0.1011040598104842,0.1959417403211751,0.1447777916096103,0.884,8.875942426319398,0.9157039695236748,1036.0,機械,スタンダード,-
277A.T,グロービング,82.3,0.342259871567154,0.3901519479035759,0.286187592825317,0.77,25.7162346521146,,2262.0,サービス業,プライム,TOPIX Small 2
4516.T,日本新薬,82.2,0.1018292327774941,0.2078573059828659,0.174040088773855,0.842,9.342403628117914,0.9524624158793056,4120.0,医薬品,プライム,TOPIX Mid400
6488.T,ヨシタケ,82.0,0.0799740273794708,0.1276225466499081,0.1428985787489123,0.86,8.301789401238816,0.6694322659415062,965.0,機械,スタンダード,-
4317.T,レイ,81.6,0.1676531137416366,0.1308592294507787,0.0971011252701393,0.713,4.878790952429252,0.8141089653538243,481.0,サービス業,スタンダード,-
6083.T,ＥＲＩホールディングス,81.6,0.2828859952165825,0.1950721017372544,0.1208697626887703,0.489,5.189196842589643,,1466.0,サービス業,スタンダード,-
9127.T,玉井商船,81.6,0.0950626381724392,0.12827020695041,0.1511128465443186,0.66,6.701412903863255,0.512684839608825,2713.0,海運業,スタンダード,-
7792.T,コラントッテ,81.4,0.1382787180410515,0.2579676674364896,0.1773672055427251,0.774,17.167534311405586,,1451.0,その他製品,グロース,-
5842.T,インテグラル,81.4,0.0980437956204379,0.8579278560666489,0.5952317646016131,0.711,14.571080916649766,,2874.0,証券･商品先物取引業,グロース,-
7999.T,,81.4,0.3027610757127045,0.0479265805574439,0.5733627917516428,0.793,,,,,,
7068.T,フィードフォースグループ,81.3,0.3818710359408034,0.4032980456026058,0.2941775244299674,0.433,,,,サービス業,グロース,-
1381.T,アクシーズ,81.1,0.090151612764678,0.1326338938012553,0.096165299857974,0.864,9.401160769210197,,3515.0,水産・農林業,スタンダード,-
418A.T,,81.0,0.1479166666666666,0.1889908256880734,0.1302752293577981,0.618,,,,,,
6626.T,ＳＥＭＩＴＥＣ,81.0,0.1127693468600654,0.1388561552360751,0.1056642312828973,0.774,7.348948340151322,0.8166155108674227,2030.0,電気機器,スタンダード,-
7378.T,アシロ,80.9,0.1499475707794477,0.1828138163437236,0.1204717775905644,0.63,,,,サービス業,グロース,-
6200.T,インソース,80.9,0.1631782321687329,0.3891086497890295,0.2672732067510548,0.782,25.27973476999586,,610.0,サービス業,プライム,TOPIX Small 1
3773.T,アドバンスト・メディア,80.8,0.1240724885844748,0.2038793713719382,0.2462126575109726,0.842,10.064759848893685,1.250251391030368,1119.0,情報･通信業,グロース,-
2673.T,夢みつけ隊,80.8,0.0532135452660677,0.0830945558739255,0.4412607449856733,0.793,6.270411495754408,0.3355470115344285,96.0,小売業,スタンダード,-
6248.T,横田製作所,80.7,0.1084028223220012,0.2036395147313691,0.1464471403812825,0.845,9.788562664329536,1.0631146224366563,1787.0,機械,スタンダード,-
7110.T,クラシコム,80.6,0.1553778080326752,0.1683840160844433,0.1147273184217139,0.827,16.281885695834678,,2017.0,小売業,グロース,-
8181.T,東天紅,80.6,0.0836604846351699,0.1071354275015602,0.1285625130018722,0.654,4.277941604020434,0.3580740483226143,1030.0,小売業,スタンダード,-
9022.T,東海旅客鉄道,80.5,0.1076329991389297,0.4137970051111095,0.2755787257416691,0.466,6.155840515731203,0.6622666329942216,3514.0,陸運業,プライム,TOPIX Large70
9168.T,ライズ・コンサルティング・グループ,80.5,0.1732480533926585,0.2022325139532122,0.1479634247714048,0.757,7.805164319248827,1.340320467600524,399.0,サービス業,グロース,-
3854.T,アイル,80.2,0.2340867342863988,0.2727916103712282,0.188573634433507,0.706,19.800375362566115,,2321.0,情報･通信業,プライム,TOPIX Small 2
7079.T,ＷＤＢココ,80.2,0.1419907988289418,0.1987538940809969,0.1410176531671858,0.838,9.26824087513718,1.3163253505759551,2618.0,サービス業,グロース,-
5729.T,日本精鉱,80.0,0.2728214424446458,0.1487789360348456,0.1031175059952038,0.625,3.501185660482633,0.9557414294236358,1506.0,非鉄金属,スタンダード,-
3712.T,情報企画,79.9,0.088829071332436,0.4154126766985864,0.3009575923392613,0.869,20.939289805269187,,914.0,情報･通信業,スタンダード,-
7080.T,スポーツフィールド,79.9,0.1426957831325301,0.3249721293199554,0.2112597547380156,0.653,15.400966183574878,,797.0,サービス業,グロース,-
6249.T,ゲームカードホールディングス,79.8,0.0540280906320392,0.1786094150088635,0.1285010833169194,0.91,10.585149834472675,0.5719795091012579,2462.0,機械,スタンダード,-
325A.T,ＴＥＮＴＩＡＬ,79.7,0.2717429889953852,0.1329002489223483,0.0929512476473802,0.558,6.64959117328342,,1350.0,繊維製品,グロース,-
1662.T,石油資源開発,79.6,0.0810855110889866,0.1143428846786704,0.1569830990550514,0.728,7.727316278624126,0.658010141433426,1613.0,鉱業,プライム,TOPIX Small 1
5280.T,ヨシコン,79.5,0.0897561304685128,0.1340177866291247,0.0913710812759674,0.667,5.937971766824695,0.5340727453768881,2242.0,不動産業,スタンダード,-
3635.T,コーエーテクモホールディングス,79.4,0.1571535503566501,0.4204857850734786,0.4845406310454447,0.867,11.872960461410033,1.9229351032448376,1564.5,情報･通信業,プライム,TOPIX Mid400
7102.T,日本車輌製造,79.4,0.1417785234899329,0.1161836932710486,0.1166438267097458,0.539,4.039941597168948,0.5727969684742372,3265.0,輸送用機器,プライム,TOPIX Small 2
1443.T,技研ホールディングス,79.4,0.0474384770159418,0.1499465240641711,0.1311229946524064,0.707,6.694892828790685,0.3178352030753382,253.0,建設業,スタンダード,-
4471.T,三洋化成工業,79.3,0.0961945421885381,0.0782659022829836,0.1222987822523248,0.814,6.960064507914952,0.6834937645086138,4920.0,化学,プライム,TOPIX Small 1
7575.T,日本ライフライン,79.3,0.1418880980924776,0.2129859597546758,0.1579738793991923,0.821,9.96999249812453,1.415863207798434,1329.0,卸売業,プライム,TOPIX Small 1
6061.T,ユニバーサル園芸社,79.3,0.1205175357940365,0.1471458773784355,0.1108426457263666,0.781,13.39621694847223,,2670.0,サービス業,スタンダード,-
3849.T,,79.3,0.0788643533123028,0.1549450549450549,0.1098901098901098,0.804,,,,,,
2902.T,,79.2,0.091731016165063,0.1348601478545842,0.0993636155780809,0.794,,,,,,
1414.T,ショーボンドホールディングス,79.1,0.1124746315649716,0.2485431366380537,0.1776699174568933,0.833,21.623476917796463,,1260.0,建設業,プライム,TOPIX Mid400
5368.T,日本インシュレーション,79.1,0.079527027027027,0.1119294101299242,0.0817758632668658,0.786,6.884884148584039,0.5481248975193834,936.0,ガラス･土石製品,スタンダード,-
4014.T,カラダノート,79.1,0.232484076433121,0.1997264021887825,0.1997264021887825,0.733,23.08743169398907,,507.0,情報･通信業,グロース,-
7175.T,今村証券,79.0,0.0800212378640776,0.2863247863247863,0.2146927146927147,0.496,6.8059527849144414,0.5448639586462226,1404.0,証券･商品先物取引業,スタンダード,-
4040.T,南海化学,79.0,0.2485005818637543,0.0807102502017756,0.131795090917723,0.565,2.624366626198594,0.6514070211211057,3610.0,化学,スタンダード,-
7747.T,朝日インテック,78.9,0.1594709228937718,0.3452558920694683,0.2459904398058431,0.816,38.589833216818135,,3864.0,精密機器,プライム,TOPIX Mid400
4194.T,ビジョナル,78.9,0.1726403750622472,0.2680809765299288,0.1942944625941468,0.725,22.43917601514595,,7941.0,情報･通信業,プライム,TOPIX Mid400
8699.T,ＨＳホールディングス,78.9,0.145953197197794,-0.0062717047633856,0.2537707976986472,0.758,2.376805655158283,0.348774628449787,1160.0,証券･商品先物取引業,スタンダード,-
5273.T,三谷セキサン,78.8,0.1329000405006653,0.1762373064674424,0.1380215114066537,0.719,8.312908496732026,1.125708753975937,1628.0,ガラス･土石製品,スタンダード,TOPIX Small 2
1879.T,新日本建設,78.7,0.113150051654812,0.1474051492472621,0.1099777501661513,0.726,8.140606991932385,0.9211561618348352,2119.0,建設業,プライム,TOPIX Small 2
6819.T,伊豆シャボテンリゾート,78.7,0.1322926521602018,0.2087283133607583,0.1500626006081201,0.812,10.218013653380314,1.35946793237819,464.0,サービス業,スタンダード,-
3583.T,オーベクス,78.7,0.0790235829540753,0.1022443890274314,0.0952618453865336,0.713,5.840707964601769,0.4610713773232938,1221.0,繊維製品,スタンダード,-
6392.T,ヤマダコーポレーション,78.7,0.0940895262929161,0.1643658326143227,0.1067422654998151,0.857,9.921649370569458,0.9487741256874648,7180.0,機械,スタンダード,-
2112.T,塩水港精糖,78.6,0.1342037567344561,0.0923837244557637,0.0838336062094475,0.648,4.285146152316564,0.5756644851075197,431.0,食料品,スタンダード,-
8747.T,豊トラスティ証券,78.6,0.2432908051033876,0.483719498114079,0.3405434531598799,0.063,2.878925953973124,0.7018037890521112,2243.0,証券･商品先物取引業,スタンダード,-
1777.T,,78.6,0.2245930622447113,0.1302454052905556,0.097843408052693,0.621,,,,,,
9340.T,アソインターナショナル,78.6,0.1188311688311688,0.1665031076218515,0.1197252208047105,0.889,18.656316916488223,,697.0,サービス業,スタンダード,-
436A.T,サイバーソリューションズ,78.5,0.255267953453982,,,,14.348691695108078,,1009.0,情報･通信業,グロース,-
6322.T,タクミナ,78.5,0.1081817382898321,0.1461228148812191,0.1103541012998655,0.783,9.004314450607945,0.975026696437239,1607.0,機械,スタンダード,-
5290.T,ベルテクスコーポレーション,78.5,0.2321525027007562,0.1517229519121219,0.2217373546292912,0.668,6.4775186342870885,1.506273343322971,1347.0,ガラス･土石製品,スタンダード,-
5906.T,エムケー精工,78.4,0.1213589730370676,0.0914126493890157,0.0790251107828655,0.685,4.818198101379187,0.5793709481725046,807.0,金属製品,スタンダード,-
7800.T,アミファ,78.4,0.161624203821656,0.11847540368006,0.0762298159969958,0.64,6.765488407449638,,890.0,その他製品,スタンダード,-
1997.T,暁飯島工業,78.4,0.0946487076811066,0.1526166902404526,0.1103253182461103,0.734,10.803948493406224,,4170.0,建設業,スタンダード,-
6750.T,エレコム,78.4,0.1866374569017313,0.1174885720340265,0.1528093119002209,0.744,6.966326845844919,1.3445829109772822,1804.0,電気機器,プライム,TOPIX Small 1
4262.T,ニフティライフスタイル,78.4,0.1245597182196605,0.2269950362733868,0.1485299732722413,0.832,10.797125122508984,1.3537730535672228,1322.0,情報･通信業,グロース,-
6033.T,エクストリーム,78.3,0.162681409813407,0.1219905052560189,0.0997795863004408,0.729,6.372727272727273,1.090405674464908,1402.0,サービス業,グロース,-
9475.T,昭文社ホールディングス,78.3,0.0844264582751884,0.0706109707150289,0.179872156979337,0.756,7.361963190184049,0.6204600484261501,492.0,情報･通信業,スタンダード,-
8117.T,中央自動車工業,78.3,0.1532095372738392,0.243639167309175,0.2065664353636597,0.884,11.834116164509108,1.8136807360067424,2066.0,卸売業,スタンダード,-
4391.T,ロジザード,78.2,0.0924050632911392,0.1721218961625282,0.123589164785553,0.895,16.181898715487964,,1096.0,情報･通信業,グロース,-
8772.T,アサックス,78.1,0.0748072515107314,0.6628317576033717,0.4498234423055017,0.406,6.730126920507682,0.5034888151771268,806.0,その他金融業,スタンダード,-
4071.T,プラスアルファ・コンサルティング,78.0,0.1565239012867532,0.395246761588695,0.2695642864789637,0.811,48.90609222484012,,2906.0,情報･通信業,プライム,TOPIX Small 1
339A.T,プログレス・テクノロジーズ　グループ,77.9,0.1963424771404821,0.2825467215711118,0.1870446626544187,0.523,6.00535842645233,1.1887207347044366,919.0,サービス業,グロース,-
8706.T,極東証券,77.9,0.0912224571025919,0.3653961765059517,0.5759288204881567,0.651,10.66702134734322,0.9621729271891832,1604.0,証券･商品先物取引業,プライム,TOPIX Small 1
5284.T,ヤマウホールディングス,77.9,0.1603944601551736,0.1668314268229534,0.1041284187732429,0.612,6.21012101210121,0.9930905876299088,2258.0,ガラス･土石製品,スタンダード,-
7937.T,ツツミ,77.7,0.0526503480543193,0.1488431511710433,0.1047835344215755,0.951,11.037256562235394,0.5811128299548395,2607.0,その他製品,スタンダード,TOPIX Small 2
5570.T,ジェノバ,77.6,0.0813031161473087,0.5678321678321678,0.4013986013986014,0.896,28.702851885924566,,624.0,情報･通信業,グロース,-
4247.T,ポバール興業,77.5,0.0615588283964918,0.1167822468793342,0.1031900138696255,0.828,9.4881221719457,0.586520517291866,1342.0,化学,スタンダード,-
1450.T,ＴＡＮＡＫＥＮ,77.5,0.1610723860589812,0.1474358974358974,0.1013495276653171,0.766,8.136908553888922,1.3105854259169434,1405.0,建設業,スタンダード,-
368A.T,北里,77.5,0.1899629340616465,0.5351237782040742,0.3558052434456928,0.932,14.11994249332512,2.6823511051286557,1375.0,精密機器,プライム,TOPIX Small 2
7821.T,前田工繊,77.3,0.0962824783477681,0.1791336405529953,0.1331981566820276,0.818,17.140468227424748,,1845.0,その他製品,プライム,TOPIX Small 1
3504.T,,77.2,0.0637660705987642,0.1311253801960121,0.3130280500168976,0.735,,,,,,
500A.T,ＴＯブックス,77.2,0.1801182455657912,0.1682068673166596,0.1110640101738024,0.696,6.8468809969437805,1.3976409368546792,2890.0,情報･通信業,スタンダード,-
6343.T,フリージア・マクロス,77.1,0.0701290243803166,0.1868179834133566,0.250691110141132,0.43,4.177545691906006,0.4257583821181479,160.0,機械,スタンダード,-
4380.T,Ｍマート,77.1,0.056727613689639,0.476063829787234,0.3218085106382978,0.647,,,,情報･通信業,グロース,-
9564.T,ＦＣＥ,77.1,0.1277856804172593,0.2160745486313337,0.1569598136284216,0.735,20.669934640522875,,506.0,サービス業,スタンダード,-
9639.T,三協フロンテア,77.1,0.1059215536938309,0.1472869645324735,0.1024965453707968,0.75,9.143930012383652,0.9686346863468636,2289.0,サービス業,スタンダード,-
324A.T,ブッキングリゾート,77.0,0.2077484559236384,0.2961023851076207,0.2152414194299011,0.753,11.11111111111111,2.139882671205812,704.0,サービス業,グロース,-
5922.T,那須電機鉄工,77.0,0.0740376300802099,0.1325220027792984,0.104560576072767,0.697,8.354701456789428,0.6253838341618468,17790.0,金属製品,スタンダード,-
7595.T,アルゴグラフィックス,77.0,0.3735061699560123,0.1502250929731845,0.2682940469200011,0.603,4.811596402686602,1.7858400349281016,1268.0,情報･通信業,プライム,TOPIX Small 1
6894.T,パルステック工業,77.0,0.0710900473933649,0.1394437916177046,0.1116333725029377,0.799,10.282431785543322,0.7329482056759127,2148.0,電気機器,スタンダード,-
6365.T,電業社機械製作所,77.0,0.0852958444777872,0.123984532973855,0.0927666820390932,0.735,8.498089515323514,0.725621618109133,5360.0,機械,スタンダード,-
4628.T,エスケー化研,76.9,0.0701079772715568,0.1113693747892112,0.1116792912029314,0.851,10.052077025554077,0.7047656982120719,9130.0,化学,スタンダード,-
8935.T,ＦＪネクストホールディングス,76.9,0.1233867886153808,0.1011561099638979,0.0703077809150547,0.712,5.848297517417329,0.7218409366168752,1788.0,不動産業,プライム,TOPIX Small 2
6912.T,菊水ホールディングス,76.8,0.1025297903523864,0.145366650779601,0.1095526656226595,0.821,10.321646499120902,1.0591219263708624,1996.0,電気機器,スタンダード,-
7839.T,ＳＨＯＥＩ,76.7,0.1033349761787415,0.2952939608052259,0.2096387148380216,0.823,30.404624277456648,,1841.0,その他製品,プライム,TOPIX Small 1
7878.T,光・彩,76.7,0.1429384965831435,0.2273299748110831,0.1580604534005038,0.451,10.039826428104382,,1689.0,その他製品,スタンダード,-
6492.T,岡野バルブ製造,76.6,0.0972013241047246,0.3057313943541488,0.2210436270316509,0.793,26.52009191975654,,21350.0,機械,スタンダード,-
3909.T,ショーケース,76.6,0.5050505050505051,0.0386384544618215,0.26065624041705,0.708,1.9546599496221664,0.9875789045001018,194.0,情報･通信業,スタンダード,-
4124.T,大阪油化工業,76.6,0.089540412044374,0.2049518569463548,0.155433287482806,0.861,21.499176276771003,,2610.0,化学,スタンダード,-
6225.T,,76.6,0.0520894643908181,0.1617826617826618,0.108058608058608,0.883,,,,,,
4422.T,ＶＡＬＵＥＮＥＸ,76.5,0.1486325802615933,0.1819548872180451,0.18796992481203,0.839,39.76886471787899,,585.0,情報･通信業,グロース,-
6335.T,東京機械製作所,76.5,0.1004848369616883,0.0852649006622516,0.125,0.584,4.962968618767657,0.5605381165919283,650.0,機械,スタンダード,-
3836.T,アバントグループ,76.4,0.1770071722024928,0.1783774312248116,0.1113544769581216,0.679,16.69042189281642,,1171.0,情報･通信業,プライム,TOPIX Small 2
8700.T,丸八証券,76.4,0.0833333333333333,0.20665548098434,0.1912751677852349,0.659,10.385064177362894,0.8654598849619052,1780.0,証券･商品先物取引業,スタンダード,-
4624.T,イサム塗料,76.4,0.040857189241842,0.108889682256337,0.0898488635011305,0.825,8.603724075288893,0.3598804057255811,3410.0,化学,スタンダード,-
6927.T,ヘリオス　テクノ　ホールディング,76.3,0.0947776748494673,0.1302509162672681,0.115379193684804,0.818,10.498891352549888,0.995176494078332,947.0,電気機器,スタンダード,-
5363.T,東京窯業,76.2,0.0692400259187262,0.1092936094524202,0.1187904967602591,0.704,7.970067704002851,0.6319933692498964,671.0,ガラス･土石製品,スタンダード,-
7826.T,フルヤ金属,76.2,0.1578684317168715,0.2319818011508095,0.1563896694767831,0.589,16.179255207237535,,7690.0,その他製品,プライム,TOPIX Small 1
6647.T,森尾電機,76.1,0.1069483413104472,0.0990970131974994,0.0750173651308173,0.635,5.596846384429023,0.595322590155557,2726.0,電気機器,スタンダード,-
9876.T,コックス,76.1,0.1013090495162208,0.0885322634570377,0.0714142427281845,0.705,5.944688550012923,0.6036586966221359,230.0,小売業,スタンダード,-
3468.T,,76.1,0.0328042362583116,0.5636881290653536,0.4628943340615159,,,,55700.0,,,
6080.T,Ｍ＆Ａキャピタルパートナーズ,76.1,0.0887243810820903,0.3867033539079348,0.3003643935450286,0.792,28.109765686428684,,3575.0,サービス業,プライム,TOPIX Small 1
6229.T,オーケーエム,76.1,0.0739436619718309,0.116519704876732,0.07180133165377,0.81,8.70978589844188,0.6340088206375174,1554.0,機械,スタンダード,-
6797.T,名古屋電機工業,76.0,0.0632763651521467,0.1010573756283584,0.0877101750736696,0.821,9.083874961312286,0.5752195045468799,1174.0,電気機器,スタンダード,-
2124.T,ジェイエイシーリクルートメント,76.0,0.1507076181872929,0.3241746066917793,0.2218036782627963,0.755,44.936708860759495,,852.0,サービス業,プライム,TOPIX Small 1
1716.T,第一カッター興業,76.0,0.075621939759632,0.1133691206543967,0.0977121676891615,0.855,10.176470588235292,0.7751503814143134,1384.0,建設業,スタンダード,TOPIX Small 2
5032.T,ＡＮＹＣＯＬＯＲ,75.9,0.5226050513666877,0.3622779763294481,0.2530665756721323,0.739,10.504727775139242,5.409672040022235,2433.0,情報･通信業,プライム,TOPIX Small 1
9346.T,ココルポート,75.9,0.1360587671670393,0.1171499903975417,0.0818129441136931,0.782,13.967979229770664,,1614.0,サービス業,グロース,-
7722.T,国際計測器,75.9,0.1154231926548877,0.1394835429488894,0.1000802782981,0.6,7.092645998558039,0.8488744593413942,787.0,精密機器,スタンダード,-
6088.T,シグマクシス・ホールディングス,75.9,0.2784321974477632,0.2544584784524359,0.1666316982082162,0.836,11.999160897839312,3.271749699708288,572.0,サービス業,プライム,TOPIX Small 1
6264.T,マルマエ,75.9,0.1601343784994401,0.1885608329767508,0.1733704179147054,0.447,,,,機械,プライム,TOPIX Small 2
4393.T,バンク・オブ・イノベーション,75.9,0.124473208910295,0.186649384316267,0.1339922229423201,0.799,25.300048007681227,,5270.0,情報･通信業,グロース,-
8898.T,センチュリー２１・ジャパン,75.8,0.1223786268313703,0.2474418604651163,0.1981395348837209,0.847,13.587676013960763,1.6639155809703472,1129.0,不動産業,スタンダード,-
2477.T,手間いらず,75.8,0.1328113004759711,0.7150837988826816,0.4832402234636871,0.952,16.359250851305333,2.122509089235584,2306.0,情報･通信業,スタンダード,TOPIX Small 2
7931.T,未来工業,75.8,0.083466638228289,0.1471985637028441,0.102817857377444,0.807,10.817597083204348,0.9166530650313616,3145.0,化学,プライム,TOPIX Small 2
350A.T,デジタルグリッド,75.7,0.1814039170060112,0.4791462698257294,0.36635989817897,0.48,16.43371452774248,,776.0,電気･ガス業,グロース,-
6356.T,日本ギア工業,75.7,0.120917063738692,0.2486087220479611,0.177172923201457,0.842,13.389155353223314,1.6192302020350982,1647.0,機械,スタンダード,-
7521.T,ムサシ,75.7,0.0758818592815181,0.1152367811560636,0.0690632237717439,0.699,6.730348548928102,0.5107951359168855,2769.0,卸売業,スタンダード,-
7299.T,フジオーゼックス,75.6,0.0658335124512543,0.0861375588629567,0.0736947031932079,0.839,7.896467493423525,0.5165219421962476,1681.0,輸送用機器,スタンダード,-
137A.T,Ｃｏｃｏｌｉｖｅ,75.6,0.1106833493743984,0.1541318477251625,0.10677808727948,0.883,21.609615887117844,,827.0,情報･通信業,グロース,-
6090.T,ヒューマン・メタボローム・テクノロジーズ,75.4,0.0875796178343949,0.1878952122854562,0.1490514905149051,0.824,20.749574105621804,,609.0,サービス業,スタンダード,-
2220.T,亀田製菓,75.4,0.2315011365130652,0.0545301770347405,0.1785341755280619,0.547,3.138392055223383,0.751533176840734,1223.0,食料品,プライム,TOPIX Small 1
5254.T,Ａｒｅｎｔ,75.4,0.1742989995772861,0.123120787973043,0.3206324520476931,0.684,21.442810193416303,,3980.0,情報･通信業,グロース,-
421A.T,ムービン・ストラテジック・キャリア,75.3,0.1049085659287776,0.491778774289985,0.3258594917787742,0.849,72.12003872216845,,3725.0,サービス業,グロース,-
4976.T,東洋ドライルーブ,75.3,0.0424785298734878,0.1239443616492796,0.1142573273720814,0.814,11.203998965784711,0.4773742944958744,1300.0,化学,スタンダード,-
5132.T,ｐｌｕｓｚｅｒｏ,75.3,0.1225766103814884,0.3666274970622796,0.2303172737955346,0.844,82.26837060702876,,2060.0,情報･通信業,グロース,-
5592.T,くすりの窓口,75.2,0.2575017445917655,0.2174371451743714,0.2394160583941605,0.637,8.927553850245033,2.371940449154681,2350.0,情報･通信業,グロース,-
6333.T,ＴＥＩＫＯＫＵ,75.2,0.1346589322827806,0.1712900897184696,0.1492214086830978,0.78,11.68655199668787,1.5178327011067223,3105.0,機械,プライム,TOPIX Small 2
8920.T,東祥,75.2,0.0785772816867096,0.2707736908860301,0.128574017032071,0.525,7.961716449305848,0.7237508843719525,757.0,サービス業,スタンダード,TOPIX Small 2
9110.T,ＮＳユナイテッド海運,75.2,0.1287126068376068,0.0893404240504125,0.1048593461685757,0.632,6.543043248635644,0.8421640973738076,6690.0,海運業,プライム,TOPIX Small 1
